,activity,before_break,date,event,h2,h3,h4,h5,player,type
535,pre,True,2017-11-08 15:35:00,S Florida #1,1,0,0,0,off guard,tues
534,pre,True,2017-11-08 15:40:00,S Florida #1,1,0,0,0,off guard,tues
500,pre,True,2017-11-09 15:35:00,S Florida #2,0,0,0,0,off guard,tues
499,pre,True,2017-11-09 15:40:00,S Florida #2,2,0,0,0,tight end,tues
474,pre,True,2017-11-12 14:35:00,S Florida #3,0,0,0,0,tight end,thurs
451,pre,True,2017-11-16 17:40:00,S Florida Game,0,0,0,0,wide receiver,game
450,pre,True,2017-11-16 17:45:00,S Florida Game,1,0,0,0,tight end,game
448,pre,True,2017-11-16 18:00:00,S Florida Game,1,1,0,0,def end,game
449,pre,True,2017-11-16 18:00:00,S Florida Game,1,0,0,0,linebacker,game
447,pre,True,2017-11-16 18:00:00,S Florida Game,0,1,0,0,def end,game
446,pre,True,2017-11-16 18:05:00,S Florida Game,0,0,0,0,linebacker,game
322,pre,True,2017-11-21 14:35:00,Temple #1,0,0,0,0,cornerback,tues
321,pre,True,2017-11-21 14:35:00,Temple #1,0,0,0,0,off guard,tues
320,pre,True,2017-11-21 14:40:00,Temple #1,0,0,0,0,wide receiver,tues
319,pre,True,2017-11-21 14:40:00,Temple #1,0,0,0,0,off guard,tues
318,pre,True,2017-11-21 14:40:00,Temple #1,0,0,0,0,off tackle,tues
265,pre,True,2017-11-22 14:05:00,Temple #2,1,0,0,0,off tackle,wed
264,pre,True,2017-11-22 14:05:00,Temple #2,0,0,0,0,running back,wed
263,pre,True,2017-11-22 14:05:00,Temple #2,0,0,0,0,off guard,wed
262,pre,True,2017-11-22 14:10:00,Temple #2,0,0,0,0,off guard,wed
261,pre,True,2017-11-22 14:10:00,Temple #2,0,1,0,0,off tackle,wed
260,pre,True,2017-11-22 14:10:00,Temple #2,0,0,0,0,off tackle,wed
214,pre,True,2017-11-23 08:25:00,Temple #3,0,0,0,0,def tackle,thurs
213,pre,True,2017-11-23 08:35:00,Temple #3,0,0,0,0,tight end,thurs
212,pre,True,2017-11-23 08:35:00,Temple #3,0,1,0,0,off guard,thurs
177,pre,True,2017-11-25 14:05:00,Temple Game,1,0,0,0,wide receiver,game
176,pre,True,2017-11-25 14:15:00,Temple Game,0,0,0,0,wide receiver,game
175,pre,True,2017-11-25 14:15:00,Temple Game,1,0,0,0,wide receiver,game
171,pre,True,2017-11-25 14:25:00,Temple Game,0,0,0,0,off guard,game
170,pre,True,2017-11-25 14:25:00,Temple Game,1,0,0,0,tight end,game
173,pre,True,2017-11-25 14:25:00,Temple Game,1,0,0,0,off guard,game
172,pre,True,2017-11-25 14:25:00,Temple Game,0,0,0,0,cornerback,game
174,pre,True,2017-11-25 14:25:00,Temple Game,0,0,0,0,running back,game
162,pre,True,2017-11-25 14:30:00,Temple Game,1,0,0,0,def end,game
163,pre,True,2017-11-25 14:30:00,Temple Game,0,0,0,0,linebacker,game
164,pre,True,2017-11-25 14:30:00,Temple Game,1,0,0,0,wide receiver,game
169,pre,True,2017-11-25 14:30:00,Temple Game,1,1,0,0,def end,game
166,pre,True,2017-11-25 14:30:00,Temple Game,0,0,0,0,running back,game
167,pre,True,2017-11-25 14:30:00,Temple Game,0,0,0,0,def tackle,game
168,pre,True,2017-11-25 14:30:00,Temple Game,1,0,0,0,linebacker,game
165,pre,True,2017-11-25 14:30:00,Temple Game,0,0,0,0,off guard,game
155,pre,True,2017-11-25 14:35:00,Temple Game,0,0,0,0,linebacker,game
156,pre,True,2017-11-25 14:35:00,Temple Game,0,0,0,0,running back,game
157,pre,True,2017-11-25 14:35:00,Temple Game,1,0,0,0,off guard,game
154,pre,True,2017-11-25 14:35:00,Temple Game,1,0,0,0,wide receiver,game
159,pre,True,2017-11-25 14:35:00,Temple Game,0,0,0,0,off guard,game
160,pre,True,2017-11-25 14:35:00,Temple Game,1,0,0,0,def end,game
158,pre,True,2017-11-25 14:35:00,Temple Game,0,0,0,0,off tackle,game
161,pre,True,2017-11-25 14:35:00,Temple Game,0,1,0,0,linebacker,game
151,pre,True,2017-11-25 14:40:00,Temple Game,2,0,0,0,cornerback,game
153,pre,True,2017-11-25 14:40:00,Temple Game,0,0,0,0,running back,game
152,pre,True,2017-11-25 14:40:00,Temple Game,0,0,0,0,cornerback,game
