,event,day,player,pcode,ptype,h2,h3,h4,h5,sum24,num_players,minutes,plyrmnts
176,Oklahoma State #7,2017-08-27,off guard,og,offensive,2.0380434782608696,0.6793478260869565,0.0,0.0,2.717391304347826,2,92.0,184.0
186,Oklahoma State Scrim,2017-08-24,off guard,og,offensive,0.7102272727272727,0.0,0.0,0.0,0.7102272727272727,2,88.0,176.0
195,S Florida #1,2017-11-08,off guard,og,offensive,1.0683760683760684,0.0,0.0,0.0,1.0683760683760684,2,117.0,234.0
202,S Florida #2,2017-11-09,off guard,og,offensive,0.0,0.0,0.0,0.0,0.0,2,101.0,202.0
217,S Methodist #1,2017-10-24,off guard,og,offensive,0.0,0.0,0.0,0.0,0.0,2,121.0,242.0
226,S Methodist #2,2017-10-25,off guard,og,offensive,1.2254901960784315,0.0,0.0,0.0,1.2254901960784315,2,102.0,204.0
235,Temple #1,2017-11-21,off guard,og,offensive,1.0683760683760684,0.0,0.0,0.0,1.0683760683760684,2,117.0,234.0
244,Temple #2,2017-11-22,off guard,og,offensive,0.5,0.0,0.0,0.0,0.5,2,125.0,250.0
253,Temple #3,2017-11-23,off guard,og,offensive,1.1160714285714286,0.5580357142857143,0.0,0.0,1.6741071428571428,2,112.0,224.0
262,Toledo #1,2017-09-12,off guard,og,offensive,3.7393162393162394,1.0683760683760684,0.0,0.0,4.8076923076923075,2,117.0,234.0
272,Toledo #2,2017-09-13,off guard,og,offensive,11.0,0.0,0.0,0.0,11.0,2,125.0,250.0
282,Toledo #3,2017-09-14,off guard,og,offensive,15.151515151515152,15.151515151515152,2.840909090909091,0.4734848484848485,33.1439393939394,2,132.0,264.0
302,fall camp practice #1,2017-07-31,off guard,og,offensive,1.1363636363636365,1.1363636363636365,0.0,0.0,2.272727272727273,1,110.0,110.0
310,fall camp practice #10,2017-08-11,off guard,og,offensive,1.9841269841269842,0.49603174603174605,0.0,0.0,2.4801587301587302,2,126.0,252.0
320,fall camp practice #11,2017-08-12,off guard,og,offensive,2.4801587301587302,0.9920634920634921,0.0,0.0,3.4722222222222223,2,126.0,252.0
329,fall camp practice #12,2017-08-13,off guard,og,offensive,1.4880952380952381,0.0,0.0,0.0,1.4880952380952381,2,126.0,252.0
337,fall camp practice #13,2017-08-14,off guard,og,offensive,1.9841269841269842,0.49603174603174605,0.0,0.0,2.4801587301587302,2,126.0,252.0
345,fall camp practice #14,2017-08-16,off guard,og,offensive,2.4801587301587302,0.0,0.0,0.0,2.4801587301587302,2,126.0,252.0
357,fall camp practice #2,2017-08-01,off guard,og,offensive,0.0,0.0,0.0,0.0,0.0,2,107.0,214.0
365,fall camp practice #3,2017-08-02,off guard,og,offensive,2.9761904761904763,0.49603174603174605,0.0,0.0,3.4722222222222223,2,126.0,252.0
374,fall camp practice #4,2017-08-03,off guard,og,offensive,2.9761904761904763,1.4880952380952381,0.0,0.0,4.464285714285714,2,126.0,252.0
383,fall camp practice #5,2017-08-04,off guard,og,offensive,1.9841269841269842,1.9841269841269842,0.0,0.0,3.9682539682539684,2,126.0,252.0
393,fall camp practice #6,2017-08-06,off guard,og,offensive,1.4880952380952381,0.49603174603174605,0.0,0.0,1.9841269841269842,2,126.0,252.0
403,fall camp practice #7,2017-08-07,off guard,og,offensive,1.9841269841269842,0.9920634920634921,0.49603174603174605,0.0,3.4722222222222223,2,126.0,252.0
412,fall camp practice #8,2017-08-08,off guard,og,offensive,3.4722222222222223,0.49603174603174605,0.0,0.0,3.9682539682539684,2,126.0,252.0
421,fall camp scrimmage #1,2017-08-09,off guard,og,offensive,0.78125,0.390625,0.0,0.0,1.171875,2,160.0,320.0
429,fall camp scrimmage #2,2017-08-18,off guard,og,offensive,2.3496240601503757,0.0,0.0,0.0,2.3496240601503757,2,133.0,266.0
