,activity,before_break,date,event,h1,h2,h3,h4,h5,player,type
2193,second half,False,2017-09-16 20:15:00,Toledo Game,0.0,0.0,0.003233107015842221,0.0,0.0,off guard,game
2196,second half,False,2017-09-16 20:15:00,Toledo Game,0.0,0.003233107015842221,0.0,0.0,0.0,off guard,game
2195,second half,False,2017-09-16 20:15:00,Toledo Game,0.0,0.003233107015842221,0.0,0.0,0.0,tight end,game
2194,second half,False,2017-09-16 20:15:00,Toledo Game,0.003233107015842221,0.0,0.003233107015842221,0.003233107015842221,0.0,tight end,game
2192,second half,False,2017-09-16 20:20:00,Toledo Game,0.0,0.003233107015842221,0.0,0.0,0.0,running back,game
2191,second half,False,2017-09-16 20:20:00,Toledo Game,0.0,0.0,0.003233107015842221,0.0,0.0,off guard,game
2190,second half,False,2017-09-16 20:25:00,Toledo Game,0.0,0.0043346337234503735,0.0,0.0,0.0,def end,game
2189,second half,False,2017-09-16 20:25:00,Toledo Game,0.0,0.003233107015842221,0.0,0.0,0.0,off guard,game
2188,second half,False,2017-09-16 20:25:00,Toledo Game,0.0043346337234503735,0.0,0.008669267446900747,0.0043346337234503735,0.0,linebacker,game
2187,second half,False,2017-09-16 20:25:00,Toledo Game,0.0043346337234503735,0.0,0.0,0.0,0.0,def end,game
2186,second half,False,2017-09-16 20:30:00,Toledo Game,0.0,0.0043346337234503735,0.0,0.0,0.0,cornerback,game
2185,second half,False,2017-09-16 20:30:00,Toledo Game,0.0,0.008669267446900747,0.0,0.0,0.0,def end,game
2184,second half,False,2017-09-16 20:35:00,Toledo Game,0.006466214031684442,0.0,0.003233107015842221,0.0,0.0,off tackle,game
2183,second half,False,2017-09-16 20:35:00,Toledo Game,0.003233107015842221,0.0,0.0,0.0,0.0,tight end,game
2182,second half,False,2017-09-16 20:35:00,Toledo Game,0.0,0.0,0.003233107015842221,0.003233107015842221,0.0,running back,game
2181,second half,False,2017-09-16 20:35:00,Toledo Game,0.003233107015842221,0.006466214031684442,0.0,0.0,0.0,off guard,game
2180,second half,False,2017-09-16 20:40:00,Toledo Game,0.006466214031684442,0.0,0.003233107015842221,0.003233107015842221,0.0,running back,game
2178,second half,False,2017-09-16 20:40:00,Toledo Game,0.003233107015842221,0.003233107015842221,0.003233107015842221,0.0,0.0,off tackle,game
2176,second half,False,2017-09-16 20:40:00,Toledo Game,0.003233107015842221,0.0,0.003233107015842221,0.0,0.0,off guard,game
2179,second half,False,2017-09-16 20:40:00,Toledo Game,0.003233107015842221,0.0,0.0,0.0,0.0,wide receiver,game
2177,second half,False,2017-09-16 20:40:00,Toledo Game,0.003233107015842221,0.0,0.006466214031684442,0.0,0.0,tight end,game
2171,second half,False,2017-09-16 20:45:00,Toledo Game,0.0,0.0043346337234503735,0.0,0.0,0.0,def end,game
2172,second half,False,2017-09-16 20:45:00,Toledo Game,0.003233107015842221,0.0,0.003233107015842221,0.0,0.0,tight end,game
2175,second half,False,2017-09-16 20:45:00,Toledo Game,0.006466214031684442,0.003233107015842221,0.0,0.0,0.0,off guard,game
2174,second half,False,2017-09-16 20:45:00,Toledo Game,0.0,0.0,0.0043346337234503735,0.0,0.0,linebacker,game
2173,second half,False,2017-09-16 20:45:00,Toledo Game,0.0043346337234503735,0.0,0.0,0.0,0.0,cornerback,game
2170,second half,False,2017-09-16 20:50:00,Toledo Game,0.0,0.0,0.0,0.0,0.0043346337234503735,def end,game
2169,second half,False,2017-09-16 20:55:00,Toledo Game,0.003233107015842221,0.006466214031684442,0.003233107015842221,0.0,0.0,off tackle,game
2168,second half,False,2017-09-16 20:55:00,Toledo Game,0.0,0.0,0.0,0.003233107015842221,0.0,running back,game
2167,second half,False,2017-09-16 20:55:00,Toledo Game,0.003233107015842221,0.0,0.0,0.0,0.0,off tackle,game
2166,second half,False,2017-09-16 20:55:00,Toledo Game,0.0,0.003233107015842221,0.003233107015842221,0.003233107015842221,0.0,tight end,game
2165,second half,False,2017-09-16 20:55:00,Toledo Game,0.009699321047526662,0.003233107015842221,0.0,0.003233107015842221,0.0,off guard,game
2164,second half,False,2017-09-16 21:00:00,Toledo Game,0.003233107015842221,0.003233107015842221,0.0,0.0,0.0,off tackle,game
2163,second half,False,2017-09-16 21:00:00,Toledo Game,0.0,0.0,0.0043346337234503735,0.0,0.0,linebacker,game
2162,second half,False,2017-09-16 21:00:00,Toledo Game,0.003233107015842221,0.0,0.0,0.0,0.0,wide receiver,game
2161,second half,False,2017-09-16 21:00:00,Toledo Game,0.0,0.0043346337234503735,0.0,0.0,0.0,def end,game
2160,second half,False,2017-09-16 21:00:00,Toledo Game,0.003233107015842221,0.0,0.0,0.0,0.0,off tackle,game
2159,second half,False,2017-09-16 21:00:00,Toledo Game,0.0,0.0,0.0043346337234503735,0.0,0.0,linebacker,game
2158,second half,False,2017-09-16 21:10:00,Toledo Game,0.0043346337234503735,0.0,0.0,0.0,0.0,def end,game
2157,second half,False,2017-09-16 21:10:00,Toledo Game,0.003233107015842221,0.0,0.0,0.0,0.0,off tackle,game
2156,second half,False,2017-09-16 21:10:00,Toledo Game,0.003233107015842221,0.0,0.0,0.0,0.0,running back,game
2155,second half,False,2017-09-16 21:15:00,Toledo Game,0.0,0.0,0.0043346337234503735,0.0,0.0,def end,game
2153,second half,False,2017-09-16 21:20:00,Toledo Game,0.0,0.003233107015842221,0.0,0.0,0.0,wide receiver,game
2152,second half,False,2017-09-16 21:20:00,Toledo Game,0.0,0.006466214031684442,0.0,0.0,0.0,off tackle,game
2151,second half,False,2017-09-16 21:20:00,Toledo Game,0.0,0.006466214031684442,0.0,0.0,0.0,running back,game
2150,second half,False,2017-09-16 21:20:00,Toledo Game,0.003233107015842221,0.0,0.0,0.0,0.0,off tackle,game
2149,second half,False,2017-09-16 21:20:00,Toledo Game,0.0,0.0,0.003233107015842221,0.0,0.0,off guard,game
2154,second half,False,2017-09-16 21:20:00,Toledo Game,0.0,0.003233107015842221,0.003233107015842221,0.006466214031684442,0.006466214031684442,tight end,game
2148,second half,False,2017-09-16 21:25:00,Toledo Game,0.003233107015842221,0.006466214031684442,0.009699321047526662,0.0,0.0,tight end,game
2147,second half,False,2017-09-16 21:25:00,Toledo Game,0.016165535079211105,0.009699321047526662,0.003233107015842221,0.0,0.0,off tackle,game
2146,second half,False,2017-09-16 21:25:00,Toledo Game,0.003233107015842221,0.009699321047526662,0.006466214031684442,0.0,0.0,running back,game
2145,second half,False,2017-09-16 21:25:00,Toledo Game,0.009699321047526662,0.0,0.0,0.003233107015842221,0.0,off guard,game
2144,second half,False,2017-09-16 21:30:00,Toledo Game,0.0043346337234503735,0.0,0.0,0.0,0.0,def end,game
2143,second half,False,2017-09-16 21:30:00,Toledo Game,0.0,0.003233107015842221,0.0,0.0,0.0,tight end,game
2140,second half,False,2017-09-16 21:35:00,Toledo Game,0.0,0.008669267446900747,0.0,0.0,0.0,def end,game
2139,second half,False,2017-09-16 21:35:00,Toledo Game,0.008669267446900747,0.0,0.0,0.0,0.0,cornerback,game
2142,second half,False,2017-09-16 21:35:00,Toledo Game,0.0,0.006466214031684442,0.0,0.0,0.0,off tackle,game
2141,second half,False,2017-09-16 21:35:00,Toledo Game,0.0043346337234503735,0.0043346337234503735,0.008669267446900747,0.0,0.0043346337234503735,linebacker,game
2138,second half,False,2017-09-16 21:40:00,Toledo Game,0.0,0.0,0.008669267446900747,0.0,0.0,linebacker,game
2137,second half,False,2017-09-16 21:40:00,Toledo Game,0.0,0.008669267446900747,0.0,0.0,0.0,cornerback,game
2136,pat/fg,True,2017-09-19 15:45:00,New Mexico #1,0.025,0.0,0.0,0.0,0.0,cornerback,tues
2135,indy,True,2017-09-19 15:55:00,New Mexico #1,0.03125,0.03125,0.03125,0.0,0.0,off tackle,tues
2134,indy,True,2017-09-19 16:00:00,New Mexico #1,0.0,0.010416666666666666,0.0,0.0,0.0,def end,tues
2133,otb,True,2017-09-19 16:00:00,New Mexico #1,0.009259259259259259,0.0,0.0,0.0,0.0,off tackle,tues
2132,indy,True,2017-09-19 16:05:00,New Mexico #1,0.010416666666666666,0.0,0.010416666666666666,0.0,0.0,linebacker,tues
2131,skell vs. offense,True,2017-09-19 16:10:00,New Mexico #1,0.0,0.016666666666666666,0.0,0.0,0.0,cornerback,tues
2130,skell vs. offense,True,2017-09-19 16:10:00,New Mexico #1,0.0,0.016666666666666666,0.0,0.0,0.0,cornerback,tues
2129,indy,True,2017-09-19 16:15:00,New Mexico #1,0.0,0.027777777777777776,0.0,0.0,0.0,def end,tues
2128,indy,True,2017-09-19 16:20:00,New Mexico #1,0.027777777777777776,0.0,0.0,0.0,0.0,def end,tues
2127,run session-blitz,False,2017-09-19 16:35:00,New Mexico #1,0.0,0.007407407407407407,0.0,0.0,0.0,tight end,tues
2124,run session-blitz,False,2017-09-19 16:45:00,New Mexico #1,0.007407407407407407,0.007407407407407407,0.0,0.0,0.0,off tackle,tues
2123,run session-blitz,False,2017-09-19 16:45:00,New Mexico #1,0.007407407407407407,0.007407407407407407,0.007407407407407407,0.007407407407407407,0.0,tight end,tues
2126,run session  vs. scouts,False,2017-09-19 16:45:00,New Mexico #1,0.008333333333333333,0.0,0.0,0.0,0.0,linebacker,tues
2125,run session  vs. scouts,False,2017-09-19 16:45:00,New Mexico #1,0.008333333333333333,0.0,0.0,0.0,0.0,linebacker,tues
2122,skell vs. scouts,False,2017-09-19 16:50:00,New Mexico #1,0.016666666666666666,0.0,0.0,0.0,0.0,linebacker,tues
2121,skell vs. scouts,False,2017-09-19 16:55:00,New Mexico #1,0.0,0.016666666666666666,0.016666666666666666,0.0,0.0,tight end,tues
2120,skell vs. scouts,False,2017-09-19 16:55:00,New Mexico #1,0.0,0.0,0.0,0.016666666666666666,0.0,linebacker,tues
2119,pass rush,False,2017-09-19 16:55:00,New Mexico #1,0.027777777777777776,0.0,0.0,0.0,0.0,def end,tues
2118,skell vs. scouts,False,2017-09-19 16:55:00,New Mexico #1,0.016666666666666666,0.0,0.0,0.0,0.0,linebacker,tues
2117,pass rush,False,2017-09-19 17:00:00,New Mexico #1,0.0,0.0,0.027777777777777776,0.0,0.0,def end,tues
2114,team vs. scouts,False,2017-09-19 17:10:00,New Mexico #1,0.00625,0.0,0.0,0.0,0.0,def end,tues
2115,team vs. scouts,False,2017-09-19 17:10:00,New Mexico #1,0.005555555555555555,0.0,0.0,0.0,0.0,off tackle,tues
2116,team vs. scouts,False,2017-09-19 17:10:00,New Mexico #1,0.00625,0.0,0.0,0.0,0.0,linebacker,tues
2113,team vs. scouts,False,2017-09-19 17:15:00,New Mexico #1,0.005555555555555555,0.0,0.0,0.0,0.0,off tackle,tues
2112,team vs. scouts,False,2017-09-19 17:15:00,New Mexico #1,0.0125,0.0,0.0,0.0,0.0,def tackle,tues
2111,team vs. scouts,False,2017-09-19 17:15:00,New Mexico #1,0.0,0.0,0.00625,0.0,0.0,linebacker,tues
2110,team vs. scouts,False,2017-09-19 17:15:00,New Mexico #1,0.00625,0.0,0.0,0.0,0.0,def end,tues
2109,team vs. scouts,False,2017-09-19 17:15:00,New Mexico #1,0.0,0.00625,0.0,0.0,0.0,def end,tues
2105,team vs. scouts,False,2017-09-19 17:20:00,New Mexico #1,0.005555555555555555,0.005555555555555555,0.0,0.0,0.0,off tackle,tues
2107,team vs. scouts,False,2017-09-19 17:20:00,New Mexico #1,0.00625,0.0,0.0,0.0,0.0,def tackle,tues
2108,team vs. scouts,False,2017-09-19 17:20:00,New Mexico #1,0.005555555555555555,0.0,0.0,0.0,0.0,running back,tues
2106,team vs. scouts,False,2017-09-19 17:20:00,New Mexico #1,0.00625,0.0,0.0,0.0,0.0,def end,tues
2103,post-practice/punt return,False,2017-09-19 17:25:00,New Mexico #1,0.013888888888888888,0.0,0.0,0.0,0.0,running back,tues
2104,post-practice/punt return,False,2017-09-19 17:25:00,New Mexico #1,0.0,0.013888888888888888,0.0,0.0,0.0,off tackle,tues
2102,post-practice/punt return,False,2017-09-19 17:30:00,New Mexico #1,0.013888888888888888,0.0,0.0,0.0,0.0,off tackle,tues
2101,post-practice/punt return,False,2017-09-19 17:30:00,New Mexico #1,0.0,0.0,0.0,0.015625,0.0,linebacker,tues
2100,pre,True,2017-09-20 15:40:00,New Mexico #2,0.02222222222222222,0.01111111111111111,0.0,0.0,0.0,tight end,wed
2099,indy,True,2017-09-20 15:55:00,New Mexico #2,0.09375,0.0,0.0,0.03125,0.0,off tackle,wed
2098,otb,True,2017-09-20 16:00:00,New Mexico #2,0.0,0.009259259259259259,0.0,0.0,0.0,off tackle,wed
2097,indy,True,2017-09-20 16:00:00,New Mexico #2,0.009259259259259259,0.0,0.0,0.0,0.0,def end,wed
2096,indy,True,2017-09-20 16:00:00,New Mexico #2,0.018518518518518517,0.0,0.0,0.0,0.0,def end,wed
2095,indy,True,2017-09-20 16:10:00,New Mexico #2,0.0,0.0,0.020833333333333332,0.0,0.0,def end,wed
2094,indy,True,2017-09-20 16:15:00,New Mexico #2,0.020833333333333332,0.0,0.0,0.0,0.0,def end,wed
2093,indy,True,2017-09-20 16:20:00,New Mexico #2,0.0,0.020833333333333332,0.0,0.0,0.0,def end,wed
2092,indy,True,2017-09-20 16:20:00,New Mexico #2,0.020833333333333332,0.020833333333333332,0.0,0.020833333333333332,0.0,def end,wed
2091,run fit,True,2017-09-20 16:30:00,New Mexico #2,0.013888888888888888,0.0,0.0,0.0,0.0,def end,wed
2089,run session,False,2017-09-20 16:35:00,New Mexico #2,0.007407407407407407,0.0,0.0,0.0,0.0,def tackle,wed
2088,run session,False,2017-09-20 16:35:00,New Mexico #2,0.0,0.007407407407407407,0.007407407407407407,0.0,0.0,linebacker,wed
2087,run session-blitz,False,2017-09-20 16:35:00,New Mexico #2,0.007407407407407407,0.0,0.0,0.0,0.0,off guard,wed
2090,run session-blitz,False,2017-09-20 16:35:00,New Mexico #2,0.0,0.007407407407407407,0.007407407407407407,0.0,0.0,tight end,wed
2086,run session-blitz,False,2017-09-20 16:45:00,New Mexico #2,0.007407407407407407,0.007407407407407407,0.0,0.0,0.0,tight end,wed
2085,run session,False,2017-09-20 16:45:00,New Mexico #2,0.007407407407407407,0.0,0.0,0.0,0.0,def end,wed
2084,skell vs. scouts,False,2017-09-20 16:50:00,New Mexico #2,0.0,0.03333333333333333,0.0,0.0,0.0,linebacker,wed
2083,pass rush,False,2017-09-20 16:50:00,New Mexico #2,0.020833333333333332,0.020833333333333332,0.0,0.0,0.0,off tackle,wed
2082,pass rush,False,2017-09-20 16:50:00,New Mexico #2,0.0,0.020833333333333332,0.0,0.0,0.0,def tackle,wed
2081,skell vs. scouts,False,2017-09-20 16:50:00,New Mexico #2,0.0,0.03333333333333333,0.0,0.0,0.0,tight end,wed
2080,skell vs. scouts,False,2017-09-20 16:55:00,New Mexico #2,0.0,0.0,0.016666666666666666,0.0,0.0,linebacker,wed
2079,skell vs. scouts,False,2017-09-20 17:00:00,New Mexico #2,0.0,0.016666666666666666,0.0,0.0,0.0,tight end,wed
2078,pass rush,False,2017-09-20 17:00:00,New Mexico #2,0.020833333333333332,0.0,0.0,0.0,0.0,def end,wed
2077,team vs. scouts,False,2017-09-20 17:05:00,New Mexico #2,0.0,0.0,0.0,0.005555555555555555,0.0,def end,wed
2074,team vs. scouts,False,2017-09-20 17:10:00,New Mexico #2,0.01111111111111111,0.01111111111111111,0.0,0.0,0.0,off tackle,wed
2076,team vs. scouts,False,2017-09-20 17:10:00,New Mexico #2,0.005555555555555555,0.0,0.0,0.0,0.0,def tackle,wed
2075,team vs. scouts,False,2017-09-20 17:10:00,New Mexico #2,0.0,0.005555555555555555,0.0,0.0,0.0,linebacker,wed
2073,team vs. scouts,False,2017-09-20 17:15:00,New Mexico #2,0.005555555555555555,0.0,0.0,0.0,0.0,off tackle,wed
2072,team vs. scouts,False,2017-09-20 17:15:00,New Mexico #2,0.005555555555555555,0.0,0.0,0.0,0.0,safety,wed
2071,team vs. scouts,False,2017-09-20 17:20:00,New Mexico #2,0.0,0.005555555555555555,0.0,0.0,0.0,tight end,wed
2070,team vs. scouts,False,2017-09-20 17:20:00,New Mexico #2,0.0,0.0,0.005555555555555555,0.0,0.0,def tackle,wed
2069,team vs. scouts,False,2017-09-20 17:20:00,New Mexico #2,0.0,0.01111111111111111,0.0,0.0,0.0,off tackle,wed
2068,post-practice/kor,False,2017-09-20 17:25:00,New Mexico #2,0.0,0.013888888888888888,0.0,0.0,0.0,def tackle,wed
2067,post-practice/kor,False,2017-09-20 17:25:00,New Mexico #2,0.0,0.027777777777777776,0.0,0.0,0.0,def end,wed
2066,pat/fg,True,2017-09-21 15:45:00,New Mexico #3,0.02222222222222222,0.0,0.0,0.0,0.0,tight end,thurs
2065,indy,True,2017-09-21 16:20:00,New Mexico #3,0.025,0.0,0.0,0.0,0.0,off guard,thurs
2064,indy,True,2017-09-21 16:35:00,New Mexico #3,0.0,0.0,0.041666666666666664,0.0,0.0,def tackle,thurs
2063,team vs. scouts,True,2017-09-21 16:50:00,New Mexico #3,0.0025839793281653744,0.0025839793281653744,0.0,0.0,0.0,def tackle,thurs
2062,team vs. scouts,True,2017-09-21 16:55:00,New Mexico #3,0.0025839793281653744,0.0,0.0,0.0,0.0,linebacker,thurs
2061,team vs. scouts,True,2017-09-21 17:00:00,New Mexico #3,0.0,0.0,0.0025839793281653744,0.0,0.0,def tackle,thurs
2060,team vs. scouts,True,2017-09-21 17:05:00,New Mexico #3,0.0025839793281653744,0.0,0.0,0.0,0.0,safety,thurs
2059,team vs. scouts,True,2017-09-21 17:10:00,New Mexico #3,0.0025839793281653744,0.0,0.0,0.0,0.0,linebacker,thurs
2058,pre,True,2017-09-23 11:45:00,New Mexico Game,0.012832852101379508,0.0,0.0,0.0,0.0,wide receiver,game
2057,pre,True,2017-09-23 11:55:00,New Mexico Game,0.0026031498112716405,0.0,0.0026031498112716405,0.0,0.0,def tackle,game
2056,pre,True,2017-09-23 12:00:00,New Mexico Game,0.0026031498112716405,0.0,0.0,0.0,0.0,def tackle,game
2055,pre,True,2017-09-23 12:00:00,New Mexico Game,0.0,0.006416426050689754,0.0,0.0,0.0,wide receiver,game
2054,pre,True,2017-09-23 12:00:00,New Mexico Game,0.0026031498112716405,0.0,0.0,0.0,0.0,cornerback,game
2053,pre,True,2017-09-23 12:05:00,New Mexico Game,0.0026031498112716405,0.0026031498112716405,0.0,0.0,0.0,linebacker,game
2052,pre,True,2017-09-23 12:05:00,New Mexico Game,0.012832852101379508,0.0,0.006416426050689754,0.0,0.0,wide receiver,game
2051,pre,True,2017-09-23 12:05:00,New Mexico Game,0.0,0.005206299622543281,0.0,0.0,0.0,linebacker,game
2050,first half,True,2017-09-23 12:35:00,New Mexico Game,0.006416426050689754,0.0,0.0,0.0,0.0,wide receiver,game
2049,first half,True,2017-09-23 12:35:00,New Mexico Game,0.006416426050689754,0.0,0.0,0.0,0.0,off guard,game
2048,first half,True,2017-09-23 12:40:00,New Mexico Game,0.0026031498112716405,0.0026031498112716405,0.0026031498112716405,0.0026031498112716405,0.0026031498112716405,linebacker,game
2047,first half,True,2017-09-23 12:40:00,New Mexico Game,0.0026031498112716405,0.0,0.0,0.0,0.0,cornerback,game
2046,first half,True,2017-09-23 12:40:00,New Mexico Game,0.0,0.0026031498112716405,0.0,0.0,0.0,safety,game
2045,first half,True,2017-09-23 12:40:00,New Mexico Game,0.0,0.0,0.0026031498112716405,0.0,0.0,def end,game
2040,first half,True,2017-09-23 12:45:00,New Mexico Game,0.0,0.006416426050689754,0.0,0.0,0.0,off guard,game
2039,first half,True,2017-09-23 12:45:00,New Mexico Game,0.0,0.0026031498112716405,0.0,0.0,0.0,def end,game
2041,first half,True,2017-09-23 12:45:00,New Mexico Game,0.006416426050689754,0.006416426050689754,0.0,0.0,0.0,off tackle,game
2043,first half,True,2017-09-23 12:45:00,New Mexico Game,0.0,0.0,0.006416426050689754,0.0,0.0,running back,game
2044,first half,True,2017-09-23 12:45:00,New Mexico Game,0.0,0.006416426050689754,0.0,0.0,0.0,tight end,game
2042,first half,True,2017-09-23 12:45:00,New Mexico Game,0.0,0.0026031498112716405,0.0,0.0,0.0,cornerback,game
2038,first half,True,2017-09-23 12:50:00,New Mexico Game,0.0,0.0026031498112716405,0.0,0.0,0.0,linebacker,game
2037,first half,True,2017-09-23 12:50:00,New Mexico Game,0.0026031498112716405,0.0,0.0,0.0,0.0,def tackle,game
2036,first half,True,2017-09-23 12:50:00,New Mexico Game,0.006416426050689754,0.006416426050689754,0.0,0.006416426050689754,0.0,running back,game
2035,first half,True,2017-09-23 12:50:00,New Mexico Game,0.006416426050689754,0.006416426050689754,0.006416426050689754,0.0,0.0,off tackle,game
2034,first half,True,2017-09-23 12:50:00,New Mexico Game,0.0,0.006416426050689754,0.0,0.0,0.0,off guard,game
2030,first half,True,2017-09-23 12:55:00,New Mexico Game,0.0026031498112716405,0.0026031498112716405,0.0,0.0,0.0,linebacker,game
2032,first half,True,2017-09-23 12:55:00,New Mexico Game,0.006416426050689754,0.0,0.0,0.0,0.0,wide receiver,game
2033,first half,True,2017-09-23 12:55:00,New Mexico Game,0.0,0.005206299622543281,0.0026031498112716405,0.0,0.0,def end,game
2031,first half,True,2017-09-23 12:55:00,New Mexico Game,0.0,0.0026031498112716405,0.0,0.0,0.0,safety,game
2029,first half,True,2017-09-23 13:00:00,New Mexico Game,0.0,0.006416426050689754,0.0,0.0,0.0,tight end,game
2028,first half,True,2017-09-23 13:00:00,New Mexico Game,0.006416426050689754,0.006416426050689754,0.0,0.0,0.0,off guard,game
2027,first half,True,2017-09-23 13:00:00,New Mexico Game,0.0,0.006416426050689754,0.0,0.0,0.0,wide receiver,game
2026,first half,True,2017-09-23 13:00:00,New Mexico Game,0.006416426050689754,0.0,0.0,0.0,0.0,wide receiver,game
2025,first half,True,2017-09-23 13:00:00,New Mexico Game,0.006416426050689754,0.0,0.0,0.0,0.0,off tackle,game
2021,first half,True,2017-09-23 13:05:00,New Mexico Game,0.0,0.0026031498112716405,0.0,0.0,0.0,linebacker,game
2024,first half,True,2017-09-23 13:05:00,New Mexico Game,0.005206299622543281,0.0,0.0,0.0,0.0,def end,game
2023,first half,True,2017-09-23 13:05:00,New Mexico Game,0.0,0.0026031498112716405,0.0026031498112716405,0.0,0.0,safety,game
2022,first half,True,2017-09-23 13:05:00,New Mexico Game,0.005206299622543281,0.0026031498112716405,0.005206299622543281,0.0026031498112716405,0.0,linebacker,game
2020,first half,True,2017-09-23 13:10:00,New Mexico Game,0.0,0.006416426050689754,0.0,0.0,0.0,wide receiver,game
2019,first half,True,2017-09-23 13:10:00,New Mexico Game,0.0026031498112716405,0.0,0.0,0.0,0.0,def end,game
2018,first half,True,2017-09-23 13:10:00,New Mexico Game,0.0,0.0,0.0,0.0026031498112716405,0.0,safety,game
2017,first half,True,2017-09-23 13:15:00,New Mexico Game,0.013015749056358203,0.0,0.0,0.0,0.0,cornerback,game
2016,first half,True,2017-09-23 13:15:00,New Mexico Game,0.005206299622543281,0.0,0.0,0.0,0.0,def tackle,game
2015,first half,True,2017-09-23 13:15:00,New Mexico Game,0.0026031498112716405,0.0,0.0,0.0,0.0,def end,game
2014,first half,True,2017-09-23 13:20:00,New Mexico Game,0.007809449433814921,0.0,0.0,0.0,0.0,def end,game
2013,first half,True,2017-09-23 13:20:00,New Mexico Game,0.006416426050689754,0.0,0.0,0.0,0.0,tight end,game
2012,first half,True,2017-09-23 13:25:00,New Mexico Game,0.012832852101379508,0.006416426050689754,0.0,0.0,0.0,tight end,game
2011,first half,True,2017-09-23 13:25:00,New Mexico Game,0.006416426050689754,0.006416426050689754,0.0,0.0,0.0,off tackle,game
2010,first half,True,2017-09-23 13:25:00,New Mexico Game,0.012832852101379508,0.0,0.0,0.0,0.0,off guard,game
2004,first half,True,2017-09-23 13:30:00,New Mexico Game,0.01924927815206926,0.006416426050689754,0.01924927815206926,0.006416426050689754,0.0,running back,game
2005,first half,True,2017-09-23 13:30:00,New Mexico Game,0.01924927815206926,0.0,0.006416426050689754,0.0,0.0,off guard,game
2009,first half,True,2017-09-23 13:30:00,New Mexico Game,0.012832852101379508,0.0,0.0,0.0,0.006416426050689754,tight end,game
2007,first half,True,2017-09-23 13:30:00,New Mexico Game,0.0026031498112716405,0.0,0.0,0.0,0.0,cornerback,game
2008,first half,True,2017-09-23 13:30:00,New Mexico Game,0.006416426050689754,0.006416426050689754,0.0,0.0,0.0,off tackle,game
2006,first half,True,2017-09-23 13:30:00,New Mexico Game,0.006416426050689754,0.0,0.0,0.0,0.0,wide receiver,game
2003,first half,True,2017-09-23 13:35:00,New Mexico Game,0.0026031498112716405,0.0026031498112716405,0.0026031498112716405,0.0,0.0,def end,game
2002,first half,True,2017-09-23 13:35:00,New Mexico Game,0.0,0.010412599245086562,0.0026031498112716405,0.0,0.0,def tackle,game
2001,first half,True,2017-09-23 13:35:00,New Mexico Game,0.0,0.0,0.0026031498112716405,0.0,0.0,safety,game
2000,first half,True,2017-09-23 13:35:00,New Mexico Game,0.012832852101379508,0.0,0.0,0.0,0.0,tight end,game
1999,first half,True,2017-09-23 13:40:00,New Mexico Game,0.005206299622543281,0.005206299622543281,0.0,0.0,0.0,def end,game
1998,first half,True,2017-09-23 13:40:00,New Mexico Game,0.0,0.0,0.0026031498112716405,0.0026031498112716405,0.0,def tackle,game
1997,first half,True,2017-09-23 13:40:00,New Mexico Game,0.0,0.006416426050689754,0.0,0.0,0.0,wide receiver,game
1996,first half,True,2017-09-23 13:40:00,New Mexico Game,0.0,0.006416426050689754,0.0,0.0,0.0,tight end,game
1992,first half,True,2017-09-23 13:45:00,New Mexico Game,0.0,0.006416426050689754,0.006416426050689754,0.0,0.0,wide receiver,game
1991,first half,True,2017-09-23 13:45:00,New Mexico Game,0.006416426050689754,0.0,0.0,0.0,0.0,off tackle,game
1994,first half,True,2017-09-23 13:45:00,New Mexico Game,0.006416426050689754,0.012832852101379508,0.0,0.006416426050689754,0.0,off tackle,game
1995,first half,True,2017-09-23 13:45:00,New Mexico Game,0.0,0.006416426050689754,0.006416426050689754,0.0,0.0,off guard,game
1993,first half,True,2017-09-23 13:45:00,New Mexico Game,0.0,0.012832852101379508,0.0,0.0,0.0,tight end,game
1990,first half,True,2017-09-23 13:50:00,New Mexico Game,0.0026031498112716405,0.0,0.0,0.0,0.0,def tackle,game
1989,first half,True,2017-09-23 13:50:00,New Mexico Game,0.0026031498112716405,0.0,0.0,0.0,0.0,def tackle,game
1988,first half,True,2017-09-23 13:55:00,New Mexico Game,0.0026031498112716405,0.0,0.0,0.0,0.0,def tackle,game
1987,first half,True,2017-09-23 13:55:00,New Mexico Game,0.0,0.0,0.0026031498112716405,0.0,0.0,cornerback,game
1986,first half,True,2017-09-23 13:55:00,New Mexico Game,0.006416426050689754,0.006416426050689754,0.0,0.0,0.0,running back,game
1985,first half,True,2017-09-23 13:55:00,New Mexico Game,0.006416426050689754,0.0,0.0,0.0,0.0,tight end,game
1984,first half,True,2017-09-23 14:00:00,New Mexico Game,0.0,0.006416426050689754,0.0,0.0,0.0,wide receiver,game
1983,first half,True,2017-09-23 14:00:00,New Mexico Game,0.0,0.0,0.0,0.006416426050689754,0.006416426050689754,running back,game
1982,first half,True,2017-09-23 14:00:00,New Mexico Game,0.0026031498112716405,0.0,0.0,0.0,0.0,def tackle,game
1981,first half,True,2017-09-23 14:00:00,New Mexico Game,0.0,0.0,0.006416426050689754,0.0,0.0,off tackle,game
1973,second half,False,2017-09-23 14:25:00,New Mexico Game,0.0026031498112716405,0.0,0.0,0.0,0.0,def end,game
1975,second half,False,2017-09-23 14:25:00,New Mexico Game,0.006416426050689754,0.0,0.0,0.0,0.0,wide receiver,game
