,activity,before_break,date,event,h1,h2,h3,h4,h5,player,type
3704,team situation,True,2017-08-14 10:35:00,fall camp practice #13,0.01111111111111111,0.0,0.0,0.0,0.0,linebacker,camp
3703,team situation,False,2017-08-14 10:40:00,fall camp practice #13,0.01111111111111111,0.0,0.0,0.0,0.0,tight end,camp
3697,skell vs. def,False,2017-08-14 10:45:00,fall camp practice #13,0.009259259259259259,0.0,0.0,0.0,0.0,off guard,camp
3698,skell vs. offense,False,2017-08-14 10:45:00,fall camp practice #13,0.013888888888888888,0.0,0.0,0.0,0.0,linebacker,camp
3699,pass rush,False,2017-08-14 10:45:00,fall camp practice #13,0.0,0.027777777777777776,0.0,0.0,0.0,def end,camp
3701,skell vs. def,False,2017-08-14 10:45:00,fall camp practice #13,0.009259259259259259,0.0,0.0,0.0,0.0,off tackle,camp
3702,skell vs. def,False,2017-08-14 10:45:00,fall camp practice #13,0.0,0.009259259259259259,0.0,0.0,0.0,tight end,camp
3700,skell vs. def,False,2017-08-14 10:45:00,fall camp practice #13,0.0,0.009259259259259259,0.0,0.0,0.0,running back,camp
3696,skell vs. offense,False,2017-08-14 10:50:00,fall camp practice #13,0.013888888888888888,0.027777777777777776,0.0,0.0,0.0,linebacker,camp
3695,skell vs. def,False,2017-08-14 10:50:00,fall camp practice #13,0.0,0.0,0.0,0.009259259259259259,0.0,tight end,camp
3694,skell vs. def,False,2017-08-14 10:55:00,fall camp practice #13,0.0,0.009259259259259259,0.0,0.0,0.0,off guard,camp
3693,team w/ 3s,False,2017-08-14 11:00:00,fall camp practice #13,0.0,0.013888888888888888,0.0,0.0,0.0,tight end,camp
3692,team vs. def,False,2017-08-14 11:10:00,fall camp practice #13,0.005555555555555555,0.0,0.0,0.0,0.0,off guard,camp
3691,team vs. def,False,2017-08-14 11:10:00,fall camp practice #13,0.0,0.0,0.005555555555555555,0.0,0.0,tight end,camp
3690,team vs. def,False,2017-08-14 11:15:00,fall camp practice #13,0.0,0.005555555555555555,0.0,0.0,0.0,tight end,camp
3689,team vs. def,False,2017-08-14 11:15:00,fall camp practice #13,0.0,0.005555555555555555,0.005555555555555555,0.0,0.0,running back,camp
3688,team vs. offense,False,2017-08-14 11:15:00,fall camp practice #13,0.0,0.01111111111111111,0.0,0.0,0.0,linebacker,camp
3687,team vs. offense,False,2017-08-14 11:15:00,fall camp practice #13,0.0,0.0,0.0,0.005555555555555555,0.0,linebacker,camp
3686,team vs. def,False,2017-08-14 11:15:00,fall camp practice #13,0.005555555555555555,0.0,0.0,0.0,0.0,off guard,camp
3681,team vs. def,False,2017-08-14 11:20:00,fall camp practice #13,0.005555555555555555,0.005555555555555555,0.0,0.0,0.0,off tackle,camp
3682,team vs. offense,False,2017-08-14 11:20:00,fall camp practice #13,0.0,0.016666666666666666,0.0,0.0,0.0,linebacker,camp
3680,team vs. def,False,2017-08-14 11:20:00,fall camp practice #13,0.01111111111111111,0.0,0.005555555555555555,0.0,0.0,off guard,camp
3684,team vs. offense,False,2017-08-14 11:20:00,fall camp practice #13,0.005555555555555555,0.0,0.0,0.0,0.0,linebacker,camp
3683,team vs. offense,False,2017-08-14 11:20:00,fall camp practice #13,0.0,0.0,0.005555555555555555,0.0,0.0,def end,camp
3685,team vs. def,False,2017-08-14 11:20:00,fall camp practice #13,0.005555555555555555,0.005555555555555555,0.0,0.0,0.0,tight end,camp
3672,team vs. def,False,2017-08-14 11:25:00,fall camp practice #13,0.005555555555555555,0.0,0.0,0.0,0.0,running back,camp
3673,team vs. def,False,2017-08-14 11:25:00,fall camp practice #13,0.01111111111111111,0.005555555555555555,0.0,0.0,0.0,off guard,camp
3674,team vs. def,False,2017-08-14 11:25:00,fall camp practice #13,0.005555555555555555,0.0,0.0,0.0,0.0,off guard,camp
3679,team vs. offense,False,2017-08-14 11:25:00,fall camp practice #13,0.0,0.0,0.0,0.005555555555555555,0.0,linebacker,camp
3676,team vs. offense,False,2017-08-14 11:25:00,fall camp practice #13,0.0,0.005555555555555555,0.0,0.0,0.0,def end,camp
3678,team vs. offense,False,2017-08-14 11:25:00,fall camp practice #13,0.005555555555555555,0.005555555555555555,0.0,0.0,0.0,linebacker,camp
3675,team vs. def,False,2017-08-14 11:25:00,fall camp practice #13,0.01111111111111111,0.0,0.0,0.0,0.0,off tackle,camp
3677,team vs. def,False,2017-08-14 11:25:00,fall camp practice #13,0.0,0.005555555555555555,0.0,0.0,0.0,tight end,camp
3671,post-practice/turn over,False,2017-08-14 11:30:00,fall camp practice #13,0.0,0.01111111111111111,0.0,0.0,0.0,linebacker,camp
3670,post-practice/turn over,False,2017-08-14 11:35:00,fall camp practice #13,0.01111111111111111,0.0,0.0,0.0,0.0,linebacker,camp
3669,post-practice/turn over,False,2017-08-14 11:35:00,fall camp practice #13,0.0,0.01111111111111111,0.0,0.0,0.0,def end,camp
3668,post-practice,False,2017-08-14 11:35:00,fall camp practice #13,0.05,0.025,0.0,0.0,0.0,off guard,camp
3667,pre,True,2017-08-16 09:35:00,fall camp practice #14,0.0,0.01111111111111111,0.01111111111111111,0.0,0.0,running back,camp
3666,pre,True,2017-08-16 09:35:00,fall camp practice #14,0.02222222222222222,0.0,0.0,0.0,0.0,tight end,camp
3665,indy,True,2017-08-16 09:45:00,fall camp practice #14,0.0,0.0071428571428571435,0.0,0.0,0.0,linebacker,camp
3664,indy,True,2017-08-16 09:45:00,fall camp practice #14,0.0071428571428571435,0.0,0.0,0.0,0.0,def end,camp
3663,indy,True,2017-08-16 09:50:00,fall camp practice #14,0.01111111111111111,0.0,0.0,0.0,0.0,running back,camp
3662,indy,True,2017-08-16 09:50:00,fall camp practice #14,0.0,0.0071428571428571435,0.0,0.0,0.0,linebacker,camp
3661,otb,True,2017-08-16 09:55:00,fall camp practice #14,0.0,0.009259259259259259,0.0,0.0,0.0,running back,camp
3660,otb,True,2017-08-16 09:55:00,fall camp practice #14,0.018518518518518517,0.0,0.0,0.0,0.0,off tackle,camp
3659,indy,True,2017-08-16 10:00:00,fall camp practice #14,0.020833333333333332,0.0,0.0,0.0,0.0,linebacker,camp
3657,inside/1on1,True,2017-08-16 10:15:00,fall camp practice #14,0.0,0.01111111111111111,0.0,0.0,0.0,tight end,camp
3656,inside/1on1,True,2017-08-16 10:15:00,fall camp practice #14,0.01111111111111111,0.0,0.0,0.0,0.0,off guard,camp
3655,inside/1on1,True,2017-08-16 10:15:00,fall camp practice #14,0.01111111111111111,0.0,0.0,0.0,0.0,off tackle,camp
3654,inside,True,2017-08-16 10:15:00,fall camp practice #14,0.0,0.016666666666666666,0.0,0.0,0.0,linebacker,camp
3653,inside/1on1,True,2017-08-16 10:15:00,fall camp practice #14,0.0,0.0,0.01111111111111111,0.01111111111111111,0.0,tight end,camp
3652,inside,True,2017-08-16 10:15:00,fall camp practice #14,0.0,0.0,0.03333333333333333,0.0,0.0,def end,camp
3651,inside/1on1,True,2017-08-16 10:15:00,fall camp practice #14,0.01111111111111111,0.01111111111111111,0.0,0.0,0.0,running back,camp
3650,inside,True,2017-08-16 10:15:00,fall camp practice #14,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.0,0.0,def tackle,camp
3649,inside/1on1,True,2017-08-16 10:15:00,fall camp practice #14,0.01111111111111111,0.01111111111111111,0.0,0.0,0.0,off guard,camp
3658,1on1,True,2017-08-16 10:15:00,fall camp practice #14,0.0,0.025,0.0,0.0,0.0,safety,camp
3648,skell vs. def,True,2017-08-16 10:20:00,fall camp practice #14,0.009259259259259259,0.0,0.0,0.0,0.0,off guard,camp
3647,indy,True,2017-08-16 10:20:00,fall camp practice #14,0.0,0.0,0.020833333333333332,0.0,0.0,def end,camp
3646,skell vs. def,True,2017-08-16 10:20:00,fall camp practice #14,0.0,0.0,0.009259259259259259,0.0,0.0,tight end,camp
3645,indy,True,2017-08-16 10:20:00,fall camp practice #14,0.041666666666666664,0.0,0.0,0.0,0.0,def end,camp
3644,indy,True,2017-08-16 10:25:00,fall camp practice #14,0.0625,0.0,0.0,0.0,0.0,def end,camp
3643,indy,True,2017-08-16 10:25:00,fall camp practice #14,0.020833333333333332,0.0,0.0,0.0,0.0,def end,camp
3642,team situation,True,2017-08-16 10:35:00,fall camp practice #14,0.01,0.0,0.0,0.0,0.0,def tackle,camp
3641,team situation,True,2017-08-16 10:35:00,fall camp practice #14,0.0,0.01,0.0,0.0,0.0,linebacker,camp
3640,team situation,True,2017-08-16 10:35:00,fall camp practice #14,0.01,0.0,0.0,0.0,0.0,def end,camp
3639,team situation,True,2017-08-16 10:35:00,fall camp practice #14,0.01111111111111111,0.02222222222222222,0.01111111111111111,0.0,0.0,running back,camp
3638,team situation,False,2017-08-16 10:40:00,fall camp practice #14,0.01,0.02,0.0,0.0,0.0,linebacker,camp
3637,team situation,False,2017-08-16 10:40:00,fall camp practice #14,0.02222222222222222,0.01111111111111111,0.0,0.0,0.0,off guard,camp
3636,pass rush,False,2017-08-16 10:55:00,fall camp practice #14,0.0,0.020833333333333332,0.0,0.0,0.0,def end,camp
3635,skell vs. def,False,2017-08-16 10:55:00,fall camp practice #14,0.009259259259259259,0.0,0.0,0.0,0.0,off tackle,camp
3634,skell vs. def,False,2017-08-16 10:55:00,fall camp practice #14,0.0,0.009259259259259259,0.0,0.0,0.0,off guard,camp
3633,team w/ 3s,False,2017-08-16 11:00:00,fall camp practice #14,0.013888888888888888,0.0,0.0,0.0,0.0,off guard,camp
3632,team w/ 3s,False,2017-08-16 11:00:00,fall camp practice #14,0.013888888888888888,0.0,0.0,0.0,0.0,tight end,camp
3626,team vs. def,False,2017-08-16 11:05:00,fall camp practice #14,0.0,0.0,0.005555555555555555,0.0,0.0,running back,camp
3627,team vs. def,False,2017-08-16 11:05:00,fall camp practice #14,0.005555555555555555,0.0,0.0,0.0,0.0,off guard,camp
3628,team vs. def,False,2017-08-16 11:05:00,fall camp practice #14,0.005555555555555555,0.0,0.01111111111111111,0.01111111111111111,0.0,tight end,camp
3630,team vs. def,False,2017-08-16 11:05:00,fall camp practice #14,0.0,0.01111111111111111,0.0,0.0,0.0,off tackle,camp
3631,team vs. offense,False,2017-08-16 11:05:00,fall camp practice #14,0.0,0.0,0.0,0.005,0.0,linebacker,camp
3629,team vs. def,False,2017-08-16 11:05:00,fall camp practice #14,0.0,0.005555555555555555,0.0,0.0,0.0,running back,camp
3625,team vs. offense,False,2017-08-16 11:10:00,fall camp practice #14,0.005,0.0,0.0,0.0,0.0,linebacker,camp
3624,team vs. def,False,2017-08-16 11:10:00,fall camp practice #14,0.0,0.005555555555555555,0.0,0.0,0.0,tight end,camp
3623,team vs. def,False,2017-08-16 11:10:00,fall camp practice #14,0.01111111111111111,0.0,0.0,0.0,0.0,off guard,camp
3622,team vs. offense,False,2017-08-16 11:10:00,fall camp practice #14,0.0,0.0,0.005,0.0,0.0,linebacker,camp
3621,team vs. def,False,2017-08-16 11:15:00,fall camp practice #14,0.0,0.005555555555555555,0.0,0.0,0.0,tight end,camp
3620,team vs. def,False,2017-08-16 11:15:00,fall camp practice #14,0.005555555555555555,0.0,0.0,0.0,0.0,tight end,camp
3619,team vs. offense,False,2017-08-16 11:15:00,fall camp practice #14,0.0,0.0,0.005,0.0,0.0,def tackle,camp
3618,team vs. def,False,2017-08-16 11:15:00,fall camp practice #14,0.01111111111111111,0.0,0.0,0.0,0.0,off guard,camp
3611,team vs. offense,False,2017-08-16 11:20:00,fall camp practice #14,0.005,0.0,0.0,0.0,0.0,def tackle,camp
3610,team vs. offense,False,2017-08-16 11:20:00,fall camp practice #14,0.0,0.015,0.0,0.0,0.0,def end,camp
3612,team vs. offense,False,2017-08-16 11:20:00,fall camp practice #14,0.0,0.005,0.0,0.0,0.0,safety,camp
3609,team vs. def,False,2017-08-16 11:20:00,fall camp practice #14,0.005555555555555555,0.0,0.0,0.0,0.0,wide receiver,camp
3614,team vs. offense,False,2017-08-16 11:20:00,fall camp practice #14,0.005,0.0,0.0,0.0,0.0,linebacker,camp
3617,team vs. def,False,2017-08-16 11:20:00,fall camp practice #14,0.005555555555555555,0.005555555555555555,0.005555555555555555,0.0,0.0,tight end,camp
3613,team vs. def,False,2017-08-16 11:20:00,fall camp practice #14,0.005555555555555555,0.0,0.0,0.0,0.0,tight end,camp
3615,team vs. def,False,2017-08-16 11:20:00,fall camp practice #14,0.01111111111111111,0.005555555555555555,0.0,0.0,0.0,off guard,camp
3616,team vs. def,False,2017-08-16 11:20:00,fall camp practice #14,0.01111111111111111,0.005555555555555555,0.0,0.0,0.0,off guard,camp
3608,team vs. def,False,2017-08-16 11:25:00,fall camp practice #14,0.016666666666666666,0.0,0.0,0.0,0.0,off guard,camp
3607,post-practice/turn over,False,2017-08-16 11:35:00,fall camp practice #14,0.01,0.0,0.0,0.0,0.0,linebacker,camp
3606,pat/fg,True,2017-08-18 17:40:00,fall camp scrimmage #2,0.02,0.02,0.0,0.0,0.0,tight end,camp
3605,indy,True,2017-08-18 17:45:00,fall camp scrimmage #2,0.016666666666666666,0.0,0.016666666666666666,0.0,0.0,tight end,camp
3604,indy,True,2017-08-18 17:45:00,fall camp scrimmage #2,0.016666666666666666,0.0,0.0,0.0,0.0,tight end,camp
3603,indy,True,2017-08-18 17:50:00,fall camp scrimmage #2,0.016666666666666666,0.0,0.0,0.0,0.0,off tackle,camp
3602,indy,True,2017-08-18 17:50:00,fall camp scrimmage #2,0.016666666666666666,0.0,0.0,0.0,0.0,off guard,camp
3601,indy,True,2017-08-18 17:50:00,fall camp scrimmage #2,0.016666666666666666,0.0,0.0,0.0,0.0,tight end,camp
3600,otb,True,2017-08-18 17:55:00,fall camp scrimmage #2,0.0,0.0,0.0,0.01111111111111111,0.0,linebacker,camp
3599,otb,True,2017-08-18 17:55:00,fall camp scrimmage #2,0.0,0.01111111111111111,0.0,0.0,0.0,linebacker,camp
3598,otb,True,2017-08-18 18:00:00,fall camp scrimmage #2,0.0,0.02222222222222222,0.01111111111111111,0.0,0.0,linebacker,camp
3597,otb,True,2017-08-18 18:00:00,fall camp scrimmage #2,0.02222222222222222,0.02222222222222222,0.0,0.0,0.0,linebacker,camp
3594,scrimmage,False,2017-08-18 18:10:00,fall camp scrimmage #2,0.0033333333333333335,0.0,0.0,0.0,0.0,running back,camp
3596,scrimmage,False,2017-08-18 18:10:00,fall camp scrimmage #2,0.0016666666666666668,0.0,0.0,0.0,0.0,off tackle,camp
3595,scrimmage,False,2017-08-18 18:10:00,fall camp scrimmage #2,0.0,0.0,0.0018518518518518517,0.0,0.0,safety,camp
3593,scrimmage,False,2017-08-18 18:15:00,fall camp scrimmage #2,0.0,0.0016666666666666668,0.0,0.0,0.0,running back,camp
3592,scrimmage,False,2017-08-18 18:15:00,fall camp scrimmage #2,0.0018518518518518517,0.0018518518518518517,0.0018518518518518517,0.0,0.0,def end,camp
3591,scrimmage,False,2017-08-18 18:15:00,fall camp scrimmage #2,0.0018518518518518517,0.0,0.0,0.0,0.0,linebacker,camp
3590,scrimmage,False,2017-08-18 18:15:00,fall camp scrimmage #2,0.0,0.0018518518518518517,0.0,0.0,0.0,def tackle,camp
3587,scrimmage,False,2017-08-18 18:20:00,fall camp scrimmage #2,0.0,0.0,0.0033333333333333335,0.0,0.0,running back,camp
3586,scrimmage,False,2017-08-18 18:20:00,fall camp scrimmage #2,0.0,0.0016666666666666668,0.0,0.0,0.0,off tackle,camp
3589,scrimmage,False,2017-08-18 18:20:00,fall camp scrimmage #2,0.0016666666666666668,0.0,0.0,0.0,0.0,off guard,camp
3588,scrimmage,False,2017-08-18 18:20:00,fall camp scrimmage #2,0.0018518518518518517,0.0,0.0,0.0018518518518518517,0.0,linebacker,camp
3585,scrimmage,False,2017-08-18 18:25:00,fall camp scrimmage #2,0.0018518518518518517,0.0018518518518518517,0.0,0.0,0.0,def tackle,camp
3584,scrimmage,False,2017-08-18 18:25:00,fall camp scrimmage #2,0.0,0.0,0.0018518518518518517,0.0,0.0,safety,camp
3583,scrimmage,False,2017-08-18 18:25:00,fall camp scrimmage #2,0.0,0.0018518518518518517,0.0,0.0,0.0,linebacker,camp
3582,scrimmage,False,2017-08-18 18:25:00,fall camp scrimmage #2,0.0,0.0037037037037037034,0.0018518518518518517,0.0018518518518518517,0.0,linebacker,camp
3581,scrimmage,False,2017-08-18 18:25:00,fall camp scrimmage #2,0.005,0.0016666666666666668,0.0,0.0,0.0,off guard,camp
3580,scrimmage,False,2017-08-18 18:25:00,fall camp scrimmage #2,0.0018518518518518517,0.0,0.0,0.0,0.0,def end,camp
3576,scrimmage,False,2017-08-18 18:30:00,fall camp scrimmage #2,0.0016666666666666668,0.0,0.0,0.0,0.0,off guard,camp
3577,scrimmage,False,2017-08-18 18:30:00,fall camp scrimmage #2,0.005,0.0,0.0,0.0,0.0,running back,camp
3579,scrimmage,False,2017-08-18 18:30:00,fall camp scrimmage #2,0.0016666666666666668,0.0016666666666666668,0.0,0.0,0.0,off tackle,camp
3578,scrimmage,False,2017-08-18 18:30:00,fall camp scrimmage #2,0.0,0.0,0.0018518518518518517,0.0,0.0,linebacker,camp
3574,scrimmage,False,2017-08-18 18:35:00,fall camp scrimmage #2,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,0.0,0.0,tight end,camp
3573,scrimmage,False,2017-08-18 18:35:00,fall camp scrimmage #2,0.0,0.0018518518518518517,0.0,0.0,0.0,safety,camp
3572,scrimmage,False,2017-08-18 18:35:00,fall camp scrimmage #2,0.006666666666666667,0.0,0.0,0.0,0.0,off guard,camp
3575,scrimmage,False,2017-08-18 18:35:00,fall camp scrimmage #2,0.005555555555555555,0.0037037037037037034,0.0,0.0,0.0,def tackle,camp
3571,scrimmage,False,2017-08-18 18:40:00,fall camp scrimmage #2,0.0033333333333333335,0.0,0.0,0.0,0.0,wide receiver,camp
3570,scrimmage,False,2017-08-18 18:40:00,fall camp scrimmage #2,0.0,0.0,0.0018518518518518517,0.0,0.0,safety,camp
3569,scrimmage,False,2017-08-18 18:40:00,fall camp scrimmage #2,0.0033333333333333335,0.0,0.0,0.0,0.0,tight end,camp
3568,scrimmage,False,2017-08-18 18:45:00,fall camp scrimmage #2,0.0018518518518518517,0.0,0.0,0.0,0.0,safety,camp
3567,scrimmage,False,2017-08-18 18:45:00,fall camp scrimmage #2,0.0,0.0016666666666666668,0.0,0.0,0.0,tight end,camp
3566,scrimmage,False,2017-08-18 18:45:00,fall camp scrimmage #2,0.0,0.0037037037037037034,0.0,0.0,0.0,safety,camp
3565,scrimmage,False,2017-08-18 18:45:00,fall camp scrimmage #2,0.0,0.0,0.0,0.0018518518518518517,0.0,linebacker,camp
3564,scrimmage,False,2017-08-18 18:45:00,fall camp scrimmage #2,0.005,0.0,0.0,0.0,0.0,off guard,camp
3563,scrimmage,False,2017-08-18 18:45:00,fall camp scrimmage #2,0.0018518518518518517,0.0,0.0018518518518518517,0.0,0.0,linebacker,camp
3559,scrimmage,False,2017-08-18 18:50:00,fall camp scrimmage #2,0.005,0.0016666666666666668,0.0,0.0,0.0,off guard,camp
3560,scrimmage,False,2017-08-18 18:50:00,fall camp scrimmage #2,0.0,0.0,0.0016666666666666668,0.0,0.0016666666666666668,tight end,camp
3562,scrimmage,False,2017-08-18 18:50:00,fall camp scrimmage #2,0.0018518518518518517,0.0,0.0,0.0,0.0,safety,camp
3561,scrimmage,False,2017-08-18 18:50:00,fall camp scrimmage #2,0.0018518518518518517,0.0,0.0,0.0,0.0,linebacker,camp
3558,scrimmage,False,2017-08-18 18:55:00,fall camp scrimmage #2,0.0,0.0016666666666666668,0.0,0.0016666666666666668,0.0,tight end,camp
3550,scrimmage,False,2017-08-18 19:05:00,fall camp scrimmage #2,0.0,0.0016666666666666668,0.0,0.0,0.0,tight end,camp
3551,scrimmage,False,2017-08-18 19:05:00,fall camp scrimmage #2,0.0016666666666666668,0.0033333333333333335,0.0,0.0,0.0,off guard,camp
3553,scrimmage,False,2017-08-18 19:05:00,fall camp scrimmage #2,0.0016666666666666668,0.0,0.0,0.0,0.0,off guard,camp
3552,scrimmage,False,2017-08-18 19:05:00,fall camp scrimmage #2,0.0018518518518518517,0.0018518518518518517,0.0,0.0,0.0,def end,camp
3555,scrimmage,False,2017-08-18 19:05:00,fall camp scrimmage #2,0.0,0.0016666666666666668,0.0,0.0,0.0,off tackle,camp
3556,scrimmage,False,2017-08-18 19:05:00,fall camp scrimmage #2,0.0018518518518518517,0.0,0.0,0.0018518518518518517,0.0,safety,camp
3557,scrimmage,False,2017-08-18 19:05:00,fall camp scrimmage #2,0.0018518518518518517,0.0018518518518518517,0.0018518518518518517,0.0,0.0,linebacker,camp
3554,scrimmage,False,2017-08-18 19:05:00,fall camp scrimmage #2,0.0,0.0037037037037037034,0.0,0.0,0.0,def tackle,camp
3549,indy,True,2017-08-19 13:55:00,fall camp practice #17,0.0,0.01111111111111111,0.0,0.0,0.0,linebacker,camp
3548,indy,True,2017-08-19 14:05:00,fall camp practice #17,0.0,0.0,0.01111111111111111,0.0,0.0,linebacker,camp
3547,kick off,True,2017-08-19 14:15:00,fall camp practice #17,0.006666666666666667,0.0,0.0,0.0,0.0,tight end,camp
3546,indy,True,2017-08-19 14:35:00,fall camp practice #17,0.01111111111111111,0.0,0.0,0.0,0.0,linebacker,camp
3545,kor,True,2017-08-19 14:55:00,fall camp practice #17,0.016666666666666666,0.0,0.0,0.0,0.0,safety,camp
3544,pat/fg,True,2017-08-20 11:50:00,Oklahoma State #1,0.02,0.0,0.0,0.0,0.0,tight end,tues
3543,pat/fg,True,2017-08-20 11:50:00,Oklahoma State #1,0.04,0.0,0.02,0.0,0.0,tight end,tues
3540,indy,True,2017-08-20 12:00:00,Oklahoma State #1,0.0,0.0,0.03125,0.0,0.0,def end,tues
3542,indy,True,2017-08-20 12:00:00,Oklahoma State #1,0.03125,0.0,0.0,0.0,0.0,off tackle,tues
3541,punt,True,2017-08-20 12:00:00,Oklahoma State #1,0.020833333333333332,0.0,0.0,0.0,0.0,linebacker,tues
3539,indy,True,2017-08-20 12:05:00,Oklahoma State #1,0.0,0.0,0.0,0.008333333333333333,0.0,linebacker,tues
3538,indy,True,2017-08-20 12:10:00,Oklahoma State #1,0.0,0.008333333333333333,0.0,0.0,0.0,def end,tues
3537,indy,True,2017-08-20 12:10:00,Oklahoma State #1,0.016666666666666666,0.0,0.0,0.0,0.0,linebacker,tues
3536,indy,True,2017-08-20 12:15:00,Oklahoma State #1,0.0,0.020833333333333332,0.0,0.0,0.0,def end,tues
3535,indy,True,2017-08-20 12:20:00,Oklahoma State #1,0.0,0.020833333333333332,0.0,0.0,0.0,def tackle,tues
3534,team situation,True,2017-08-20 12:25:00,Oklahoma State #1,0.0125,0.0125,0.0,0.0,0.0,def end,tues
3533,team situation,True,2017-08-20 12:25:00,Oklahoma State #1,0.0125,0.0,0.0,0.0,0.0,off guard,tues
3532,team situation,True,2017-08-20 12:25:00,Oklahoma State #1,0.0,0.0125,0.0,0.0,0.0,def end,tues
3531,team situation,False,2017-08-20 12:35:00,Oklahoma State #1,0.0,0.0125,0.0125,0.0,0.0,def end,tues
3530,team situation,False,2017-08-20 12:35:00,Oklahoma State #1,0.0125,0.0125,0.0,0.0,0.0,def tackle,tues
3529,team situation,False,2017-08-20 12:35:00,Oklahoma State #1,0.0125,0.0125,0.0,0.0,0.0,linebacker,tues
3528,team situation,False,2017-08-20 12:35:00,Oklahoma State #1,0.0,0.025,0.0,0.0,0.0,tight end,tues
3527,team situation,False,2017-08-20 12:35:00,Oklahoma State #1,0.0,0.0125,0.0,0.0,0.0,def end,tues
3524,run session,False,2017-08-20 12:40:00,Oklahoma State #1,0.006666666666666667,0.0,0.0,0.0,0.0,off guard,tues
3525,run session,False,2017-08-20 12:40:00,Oklahoma State #1,0.0,0.006666666666666667,0.0,0.0,0.0,def end,tues
3526,run session,False,2017-08-20 12:40:00,Oklahoma State #1,0.0,0.0,0.006666666666666667,0.0,0.0,linebacker,tues
3523,run session,False,2017-08-20 12:45:00,Oklahoma State #1,0.006666666666666667,0.0,0.0,0.0,0.0,off tackle,tues
3522,run session,False,2017-08-20 12:50:00,Oklahoma State #1,0.006666666666666667,0.0,0.0,0.0,0.0,def tackle,tues
3521,run session,False,2017-08-20 12:50:00,Oklahoma State #1,0.006666666666666667,0.0,0.006666666666666667,0.0,0.0,off guard,tues
3520,run session,False,2017-08-20 12:50:00,Oklahoma State #1,0.0,0.006666666666666667,0.013333333333333334,0.0,0.0,tight end,tues
3519,run session,False,2017-08-20 12:50:00,Oklahoma State #1,0.006666666666666667,0.0,0.0,0.0,0.0,linebacker,tues
3518,skell vs. scouts,False,2017-08-20 12:55:00,Oklahoma State #1,0.0,0.013888888888888888,0.013888888888888888,0.0,0.0,tight end,tues
3517,skell vs. scouts,False,2017-08-20 12:55:00,Oklahoma State #1,0.01111111111111111,0.0,0.0,0.0,0.0,linebacker,tues
3516,pass rush,False,2017-08-20 12:55:00,Oklahoma State #1,0.016666666666666666,0.0,0.0,0.0,0.0,def end,tues
3515,pass rush,False,2017-08-20 12:55:00,Oklahoma State #1,0.016666666666666666,0.016666666666666666,0.0,0.0,0.0,def tackle,tues
3514,skell vs. scouts,False,2017-08-20 12:55:00,Oklahoma State #1,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.0,tight end,tues
3508,pass rush,False,2017-08-20 13:00:00,Oklahoma State #1,0.041666666666666664,0.0,0.0,0.0,0.0,off guard,tues
3510,pass rush,False,2017-08-20 13:00:00,Oklahoma State #1,0.016666666666666666,0.0,0.0,0.0,0.0,def tackle,tues
3509,skell vs. scouts,False,2017-08-20 13:00:00,Oklahoma State #1,0.01111111111111111,0.01111111111111111,0.0,0.0,0.0,linebacker,tues
3512,pass rush,False,2017-08-20 13:00:00,Oklahoma State #1,0.016666666666666666,0.0,0.0,0.0,0.0,def end,tues
3513,skell vs. scouts,False,2017-08-20 13:00:00,Oklahoma State #1,0.0,0.013888888888888888,0.027777777777777776,0.0,0.013888888888888888,tight end,tues
3511,pass rush,False,2017-08-20 13:00:00,Oklahoma State #1,0.0,0.016666666666666666,0.0,0.0,0.0,def end,tues
3507,team vs. scouts,False,2017-08-20 13:05:00,Oklahoma State #1,0.005,0.0,0.0,0.0,0.0,tight end,tues
3506,team vs. scouts,False,2017-08-20 13:10:00,Oklahoma State #1,0.005,0.0,0.0,0.0,0.0,def end,tues
3505,team vs. scouts,False,2017-08-20 13:15:00,Oklahoma State #1,0.005,0.0,0.0,0.0,0.0,off tackle,tues
3504,team vs. scouts,False,2017-08-20 13:15:00,Oklahoma State #1,0.005,0.0,0.0,0.0,0.0,wide receiver,tues
3503,team vs. scouts,False,2017-08-20 13:20:00,Oklahoma State #1,0.01,0.0,0.0,0.0,0.0,off guard,tues
3502,team vs. scouts,False,2017-08-20 13:20:00,Oklahoma State #1,0.005,0.0,0.0,0.0,0.0,tight end,tues
3501,team vs. scouts,False,2017-08-20 13:25:00,Oklahoma State #1,0.0,0.005,0.0,0.0,0.0,off guard,tues
3500,team vs. scouts,False,2017-08-20 13:25:00,Oklahoma State #1,0.005,0.005,0.0,0.0,0.0,tight end,tues
3499,team vs. scouts,False,2017-08-20 13:25:00,Oklahoma State #1,0.0,0.0,0.005,0.0,0.0,off guard,tues
3498,post,False,2017-08-20 13:35:00,Oklahoma State #1,,,,,,tight end,tues
3497,pre,True,2017-08-22 15:35:00,Oklahoma State #2,0.0375,0.0,0.0,0.0,0.0,tight end,tues
3496,pre,True,2017-08-22 15:35:00,Oklahoma State #2,0.0125,0.0,0.0,0.0,0.0,off guard,tues
3495,pre,True,2017-08-22 15:40:00,Oklahoma State #2,0.025,0.0,0.0,0.0,0.0,tight end,tues
