,activity,before_break,date,event,h2,h3,h4,h5,player,type
4224,pre,True,2017-08-04 09:35:00,fall camp practice #5,0.0,0.0,0.0,0.0,off tackle,camp
4223,pat/fg,True,2017-08-04 09:40:00,fall camp practice #5,2.0,0.0,0.0,0.0,def end,camp
4222,pat/fg,True,2017-08-04 09:40:00,fall camp practice #5,1.0,0.0,0.0,0.0,tight end,camp
4219,indy,True,2017-08-04 09:50:00,fall camp practice #5,0.5,0.0,0.0,0.0,tight end,camp
4221,indy,True,2017-08-04 09:50:00,fall camp practice #5,0.0,0.0,0.0,0.0,linebacker,camp
4220,indy,True,2017-08-04 09:50:00,fall camp practice #5,0.5,0.0,0.0,0.0,linebacker,camp
4218,indy,True,2017-08-04 09:55:00,fall camp practice #5,0.0,0.5,0.0,0.0,safety,camp
4217,indy,True,2017-08-04 10:05:00,fall camp practice #5,0.5,0.0,0.0,0.0,linebacker,camp
4216,inside,True,2017-08-04 10:10:00,fall camp practice #5,0.0,0.0,0.0,0.0,linebacker,camp
4207,inside/1on1,True,2017-08-04 10:15:00,fall camp practice #5,0.0,0.0,0.0,0.0,off tackle,camp
4208,inside/1on1,True,2017-08-04 10:15:00,fall camp practice #5,0.5,0.5,0.0,0.0,tight end,camp
4209,inside/1on1,True,2017-08-04 10:15:00,fall camp practice #5,1.0,0.0,0.0,0.0,running back,camp
4210,inside/1on1,True,2017-08-04 10:15:00,fall camp practice #5,0.5,0.0,0.0,0.0,off guard,camp
4215,inside/1on1,True,2017-08-04 10:15:00,fall camp practice #5,0.0,0.5,0.0,0.0,running back,camp
4212,inside,True,2017-08-04 10:15:00,fall camp practice #5,0.5,0.0,0.0,0.0,linebacker,camp
4213,inside,True,2017-08-04 10:15:00,fall camp practice #5,0.5,0.5,0.0,0.0,def tackle,camp
4214,inside/1on1,True,2017-08-04 10:15:00,fall camp practice #5,0.0,1.0,0.0,0.0,off guard,camp
4211,inside,True,2017-08-04 10:15:00,fall camp practice #5,1.0,2.0,1.0,0.0,def end,camp
4206,skell vs. def,True,2017-08-04 10:20:00,fall camp practice #5,0.0,0.0,0.5,0.0,tight end,camp
4205,line games,True,2017-08-04 10:20:00,fall camp practice #5,0.0,0.0,0.0,0.0,def end,camp
4204,team situation,True,2017-08-04 10:30:00,fall camp practice #5,0.5,0.0,0.0,0.0,tight end,camp
4203,team situation,True,2017-08-04 10:30:00,fall camp practice #5,0.0,0.0,0.0,0.0,cornerback,camp
4202,team situation,True,2017-08-04 10:30:00,fall camp practice #5,0.0,0.0,0.0,0.0,def tackle,camp
4195,team situation,True,2017-08-04 10:35:00,fall camp practice #5,0.5,0.0,0.0,0.0,running back,camp
4196,team situation,True,2017-08-04 10:35:00,fall camp practice #5,0.0,0.0,0.0,0.0,tight end,camp
4197,team situation,True,2017-08-04 10:35:00,fall camp practice #5,0.0,0.0,0.0,0.0,def tackle,camp
4199,team situation,True,2017-08-04 10:35:00,fall camp practice #5,0.0,0.5,0.0,0.0,running back,camp
4201,team situation,True,2017-08-04 10:35:00,fall camp practice #5,1.0,0.0,0.0,0.0,def end,camp
4198,team situation,True,2017-08-04 10:35:00,fall camp practice #5,0.5,0.0,0.0,0.0,linebacker,camp
4200,team situation,True,2017-08-04 10:35:00,fall camp practice #5,0.0,0.5,0.0,0.0,safety,camp
4194,team situation,False,2017-08-04 10:40:00,fall camp practice #5,0.0,0.5,0.0,0.0,linebacker,camp
4193,team situation,False,2017-08-04 10:40:00,fall camp practice #5,0.5,0.0,0.0,0.0,off guard,camp
4192,skell vs. offense,False,2017-08-04 10:50:00,fall camp practice #5,0.5,0.0,0.0,0.0,cornerback,camp
4191,skell vs. def,False,2017-08-04 10:50:00,fall camp practice #5,0.0,0.0,0.0,0.0,wide receiver,camp
4190,pass rush,False,2017-08-04 10:50:00,fall camp practice #5,0.0,0.0,0.0,0.0,def tackle,camp
4189,skell vs. def,False,2017-08-04 10:50:00,fall camp practice #5,0.5,0.0,0.0,0.0,tight end,camp
4186,pass rush,False,2017-08-04 10:55:00,fall camp practice #5,0.5,0.0,0.0,0.0,def tackle,camp
4188,skell vs. offense,False,2017-08-04 10:55:00,fall camp practice #5,0.0,0.0,0.0,0.0,linebacker,camp
4187,skell vs. def,False,2017-08-04 10:55:00,fall camp practice #5,0.0,0.5,0.0,0.0,tight end,camp
4185,team w/ 3s,False,2017-08-04 11:00:00,fall camp practice #5,0.5,0.5,0.5,0.0,tight end,camp
4183,team vs. offense,False,2017-08-04 11:05:00,fall camp practice #5,0.5,0.0,0.0,0.0,linebacker,camp
4182,team vs. offense,False,2017-08-04 11:05:00,fall camp practice #5,0.5,0.0,0.0,0.0,safety,camp
4181,team vs. def,False,2017-08-04 11:05:00,fall camp practice #5,0.0,0.5,0.0,0.0,off guard,camp
4180,team vs. offense,False,2017-08-04 11:05:00,fall camp practice #5,0.0,0.0,0.0,1.0,def end,camp
4179,team vs. def,False,2017-08-04 11:05:00,fall camp practice #5,0.0,0.0,0.0,0.0,off tackle,camp
