,activity,before_break,date,event,h2,h3,h4,h5,pcode,player,ptype,type,day
4001,team vs. def,post,2017-08-08 11:15:00,fall camp practice #8,0.0,0.0,0.0,0.0,te,tight end,offensive,camp,2017-08-08
4002,team vs. def,post,2017-08-08 11:15:00,fall camp practice #8,0.0,0.0,0.0,0.0,og,off guard,offensive,camp,2017-08-08
4003,team vs. offense,post,2017-08-08 11:15:00,fall camp practice #8,1.0,0.0,0.0,0.0,de,def end,defensive,camp,2017-08-08
4000,team vs. offense,post,2017-08-08 11:15:00,fall camp practice #8,0.0,0.0,0.0,0.0,dt,def tackle,defensive,camp,2017-08-08
3997,team vs. def,post,2017-08-08 11:20:00,fall camp practice #8,0.0,0.0,0.0,0.0,wr,wide receiver,offensive,camp,2017-08-08
3996,team vs. def,post,2017-08-08 11:20:00,fall camp practice #8,0.0,0.0,0.0,0.0,og,off guard,offensive,camp,2017-08-08
3995,team vs. def,post,2017-08-08 11:20:00,fall camp practice #8,0.0,0.0,1.0,0.0,te,tight end,offensive,camp,2017-08-08
3994,team vs. def,post,2017-08-08 11:20:00,fall camp practice #8,0.0,0.0,0.0,0.0,te,tight end,offensive,camp,2017-08-08
3993,team vs. def,post,2017-08-08 11:20:00,fall camp practice #8,1.0,0.0,0.0,0.0,og,off guard,offensive,camp,2017-08-08
3992,team vs. offense,post,2017-08-08 11:20:00,fall camp practice #8,1.0,0.0,0.0,0.0,dt,def tackle,defensive,camp,2017-08-08
3991,team vs. offense,post,2017-08-08 11:20:00,fall camp practice #8,0.0,0.0,0.0,0.0,lb,linebacker,defensive,camp,2017-08-08
3990,team vs. offense,post,2017-08-08 11:25:00,fall camp practice #8,1.0,0.0,0.0,0.0,lb,linebacker,defensive,camp,2017-08-08
3989,team vs. def,post,2017-08-08 11:25:00,fall camp practice #8,0.0,1.0,0.0,0.0,og,off guard,offensive,camp,2017-08-08
3988,pat/fg,pre,2017-08-09 09:40:00,fall camp scrimmage #1,2.0,0.0,0.0,0.0,te,tight end,offensive,camp,2017-08-09
3987,indy,pre,2017-08-09 09:50:00,fall camp scrimmage #1,0.0,1.0,0.0,0.0,de,def end,defensive,camp,2017-08-09
3986,indy,pre,2017-08-09 09:50:00,fall camp scrimmage #1,2.0,0.0,0.0,0.0,qbrb,running back,offensive,camp,2017-08-09
3983,otb,pre,2017-08-09 09:55:00,fall camp scrimmage #1,0.0,0.0,0.0,0.0,og,off guard,offensive,camp,2017-08-09
3985,indy,pre,2017-08-09 09:55:00,fall camp scrimmage #1,1.0,0.0,0.0,0.0,de,def end,defensive,camp,2017-08-09
3984,indy,pre,2017-08-09 09:55:00,fall camp scrimmage #1,0.0,0.0,0.0,0.0,safety,safety,defensive,camp,2017-08-09
3982,indy,pre,2017-08-09 10:00:00,fall camp scrimmage #1,0.0,0.0,0.0,0.0,lb,linebacker,defensive,camp,2017-08-09
3981,indy,pre,2017-08-09 10:00:00,fall camp scrimmage #1,2.0,0.0,0.0,0.0,lb,linebacker,defensive,camp,2017-08-09
3980,indy,post,2017-08-09 10:05:00,fall camp scrimmage #1,1.0,0.0,0.0,0.0,de,def end,defensive,camp,2017-08-09
3979,indy,post,2017-08-09 10:05:00,fall camp scrimmage #1,1.0,0.0,0.0,0.0,lb,linebacker,defensive,camp,2017-08-09
3978,scrimmage,post,2017-08-09 10:10:00,fall camp scrimmage #1,0.0,0.0,0.0,0.0,dt,def tackle,defensive,camp,2017-08-09
3977,scrimmage,post,2017-08-09 10:10:00,fall camp scrimmage #1,0.0,1.0,0.0,0.0,de,def end,defensive,camp,2017-08-09
3976,scrimmage,post,2017-08-09 10:10:00,fall camp scrimmage #1,0.0,0.0,1.0,0.0,safety,safety,defensive,camp,2017-08-09
3975,scrimmage,post,2017-08-09 10:10:00,fall camp scrimmage #1,1.0,0.0,0.0,0.0,lb,linebacker,defensive,camp,2017-08-09
3974,scrimmage,post,2017-08-09 10:10:00,fall camp scrimmage #1,1.0,0.0,1.0,0.0,qbrb,running back,offensive,camp,2017-08-09
3973,scrimmage,post,2017-08-09 10:15:00,fall camp scrimmage #1,1.0,1.0,0.0,0.0,og,off guard,offensive,camp,2017-08-09
3972,scrimmage,post,2017-08-09 10:15:00,fall camp scrimmage #1,0.0,0.0,0.0,0.0,lb,linebacker,defensive,camp,2017-08-09
3968,scrimmage,post,2017-08-09 10:20:00,fall camp scrimmage #1,0.0,1.0,0.0,0.0,safety,safety,defensive,camp,2017-08-09
3966,scrimmage,post,2017-08-09 10:20:00,fall camp scrimmage #1,2.0,1.0,0.0,0.0,lb,linebacker,defensive,camp,2017-08-09
3970,scrimmage,post,2017-08-09 10:20:00,fall camp scrimmage #1,0.0,0.0,0.0,0.0,ot,off tackle,offensive,camp,2017-08-09
3969,scrimmage,post,2017-08-09 10:20:00,fall camp scrimmage #1,1.0,1.0,0.0,0.0,te,tight end,offensive,camp,2017-08-09
3967,scrimmage,post,2017-08-09 10:20:00,fall camp scrimmage #1,0.0,0.0,0.0,0.0,qbrb,running back,offensive,camp,2017-08-09
3971,scrimmage,post,2017-08-09 10:20:00,fall camp scrimmage #1,0.0,0.0,0.0,0.0,dt,def tackle,defensive,camp,2017-08-09
3965,scrimmage,post,2017-08-09 10:25:00,fall camp scrimmage #1,0.0,0.0,0.0,0.0,og,off guard,offensive,camp,2017-08-09
3963,scrimmage,post,2017-08-09 10:30:00,fall camp scrimmage #1,1.0,0.0,0.0,0.0,og,off guard,offensive,camp,2017-08-09
3962,scrimmage,post,2017-08-09 10:30:00,fall camp scrimmage #1,1.0,0.0,0.0,0.0,de,def end,defensive,camp,2017-08-09
3961,scrimmage,post,2017-08-09 10:30:00,fall camp scrimmage #1,0.0,0.0,0.0,0.0,dt,def tackle,defensive,camp,2017-08-09
3964,scrimmage,post,2017-08-09 10:30:00,fall camp scrimmage #1,2.0,1.0,0.0,0.0,lb,linebacker,defensive,camp,2017-08-09
3960,scrimmage,post,2017-08-09 10:35:00,fall camp scrimmage #1,0.0,0.0,0.0,0.0,te,tight end,offensive,camp,2017-08-09
3959,scrimmage,post,2017-08-09 10:35:00,fall camp scrimmage #1,0.0,1.0,0.0,0.0,lb,linebacker,defensive,camp,2017-08-09
3958,scrimmage,post,2017-08-09 10:35:00,fall camp scrimmage #1,0.0,0.0,0.0,0.0,og,off guard,offensive,camp,2017-08-09
3957,scrimmage,post,2017-08-09 10:40:00,fall camp scrimmage #1,1.0,0.0,0.0,0.0,te,tight end,offensive,camp,2017-08-09
3956,scrimmage,post,2017-08-09 10:45:00,fall camp scrimmage #1,0.0,0.0,0.0,0.0,de,def end,defensive,camp,2017-08-09
3955,scrimmage,post,2017-08-09 10:50:00,fall camp scrimmage #1,1.0,0.0,0.0,0.0,te,tight end,offensive,camp,2017-08-09
3954,scrimmage,post,2017-08-09 10:50:00,fall camp scrimmage #1,1.0,2.0,0.0,0.0,qbrb,running back,offensive,camp,2017-08-09
3953,scrimmage,post,2017-08-09 10:50:00,fall camp scrimmage #1,0.0,0.0,0.0,0.0,og,off guard,offensive,camp,2017-08-09
3948,scrimmage,post,2017-08-09 10:55:00,fall camp scrimmage #1,1.0,0.0,0.0,0.0,lb,linebacker,defensive,camp,2017-08-09
3949,scrimmage,post,2017-08-09 10:55:00,fall camp scrimmage #1,0.0,0.0,0.0,0.0,safety,safety,defensive,camp,2017-08-09
3950,scrimmage,post,2017-08-09 10:55:00,fall camp scrimmage #1,0.0,0.0,0.0,0.0,og,off guard,offensive,camp,2017-08-09
3952,scrimmage,post,2017-08-09 10:55:00,fall camp scrimmage #1,0.0,0.0,0.0,0.0,te,tight end,offensive,camp,2017-08-09
3951,scrimmage,post,2017-08-09 10:55:00,fall camp scrimmage #1,0.0,0.0,0.0,0.0,og,off guard,offensive,camp,2017-08-09
3947,scrimmage,post,2017-08-09 11:00:00,fall camp scrimmage #1,2.0,0.0,0.0,0.0,te,tight end,offensive,camp,2017-08-09
3946,scrimmage,post,2017-08-09 11:10:00,fall camp scrimmage #1,2.0,0.0,1.0,0.0,te,tight end,offensive,camp,2017-08-09
3945,scrimmage,post,2017-08-09 11:15:00,fall camp scrimmage #1,0.0,1.0,0.0,0.0,te,tight end,offensive,camp,2017-08-09
3944,scrimmage,post,2017-08-09 11:25:00,fall camp scrimmage #1,1.0,0.0,0.0,0.0,de,def end,defensive,camp,2017-08-09
3943,scrimmage,post,2017-08-09 11:25:00,fall camp scrimmage #1,0.0,0.0,0.0,0.0,safety,safety,defensive,camp,2017-08-09
3942,scrimmage,post,2017-08-09 11:25:00,fall camp scrimmage #1,1.0,0.0,0.0,0.0,lb,linebacker,defensive,camp,2017-08-09
3941,scrimmage,post,2017-08-09 11:30:00,fall camp scrimmage #1,0.0,0.0,0.0,0.0,og,off guard,offensive,camp,2017-08-09
3940,scrimmage,post,2017-08-09 11:35:00,fall camp scrimmage #1,0.0,1.0,0.0,0.0,de,def end,defensive,camp,2017-08-09
3939,scrimmage,post,2017-08-09 11:35:00,fall camp scrimmage #1,0.0,0.0,0.0,0.0,safety,safety,defensive,camp,2017-08-09
3938,scrimmage,post,2017-08-09 11:40:00,fall camp scrimmage #1,0.0,0.0,0.0,0.0,og,off guard,offensive,camp,2017-08-09
3937,scrimmage,post,2017-08-09 11:45:00,fall camp scrimmage #1,1.0,0.0,0.0,0.0,de,def end,defensive,camp,2017-08-09
3934,pre,pre,2017-08-11 14:05:00,fall camp practice #10,1.0,0.0,0.0,0.0,qbrb,running back,offensive,camp,2017-08-11
3936,pre,pre,2017-08-11 14:05:00,fall camp practice #10,0.0,0.0,0.0,0.0,ot,off tackle,offensive,camp,2017-08-11
3935,pre,pre,2017-08-11 14:05:00,fall camp practice #10,0.0,1.0,0.0,0.0,te,tight end,offensive,camp,2017-08-11
3933,pre,pre,2017-08-11 14:15:00,fall camp practice #10,1.0,0.0,0.0,0.0,lb,linebacker,defensive,camp,2017-08-11
3932,pre,pre,2017-08-11 14:15:00,fall camp practice #10,0.0,0.0,0.0,0.0,lb,linebacker,defensive,camp,2017-08-11
3931,indy,pre,2017-08-11 14:20:00,fall camp practice #10,1.0,0.0,0.0,0.0,te,tight end,offensive,camp,2017-08-11
3930,indy,pre,2017-08-11 14:20:00,fall camp practice #10,1.0,0.0,0.0,0.0,og,off guard,offensive,camp,2017-08-11
3929,indy,pre,2017-08-11 14:20:00,fall camp practice #10,1.0,0.0,0.0,0.0,ot,off tackle,offensive,camp,2017-08-11
3928,pre,pre,2017-08-11 14:20:00,fall camp practice #10,0.0,0.0,1.0,1.0,de,def end,defensive,camp,2017-08-11
3927,pre,pre,2017-08-11 14:20:00,fall camp practice #10,0.0,0.0,0.0,0.0,cb,cornerback,defensive,camp,2017-08-11
3926,indy,pre,2017-08-11 14:20:00,fall camp practice #10,0.0,0.0,0.0,0.0,te,tight end,offensive,camp,2017-08-11
3925,indy,pre,2017-08-11 14:20:00,fall camp practice #10,0.0,1.0,1.0,0.0,qbrb,running back,offensive,camp,2017-08-11
3924,pre,pre,2017-08-11 14:20:00,fall camp practice #10,1.0,0.0,0.0,0.0,dt,def tackle,defensive,camp,2017-08-11
3923,pre,pre,2017-08-11 14:20:00,fall camp practice #10,0.0,1.0,0.0,0.0,lb,linebacker,defensive,camp,2017-08-11
3922,pat/fg,pre,2017-08-11 14:25:00,fall camp practice #10,0.0,0.0,0.0,1.0,de,def end,defensive,camp,2017-08-11
3921,indy,pre,2017-08-11 14:25:00,fall camp practice #10,1.0,0.0,0.0,0.0,og,off guard,offensive,camp,2017-08-11
3920,indy,pre,2017-08-11 14:25:00,fall camp practice #10,0.0,0.0,0.0,0.0,qbrb,running back,offensive,camp,2017-08-11
3919,indy,pre,2017-08-11 14:25:00,fall camp practice #10,0.0,1.0,0.0,0.0,te,tight end,offensive,camp,2017-08-11
3918,otb,pre,2017-08-11 14:30:00,fall camp practice #10,0.0,1.0,0.0,0.0,te,tight end,offensive,camp,2017-08-11
3917,indy,pre,2017-08-11 14:35:00,fall camp practice #10,1.0,0.0,0.0,0.0,lb,linebacker,defensive,camp,2017-08-11
3915,indy,pre,2017-08-11 14:40:00,fall camp practice #10,1.0,0.0,0.0,0.0,lb,linebacker,defensive,camp,2017-08-11
3916,indy,pre,2017-08-11 14:40:00,fall camp practice #10,1.0,0.0,0.0,0.0,cb,cornerback,defensive,camp,2017-08-11
3914,indy,pre,2017-08-11 14:45:00,fall camp practice #10,1.0,0.0,0.0,0.0,de,def end,defensive,camp,2017-08-11
3913,inside/1on1,pre,2017-08-11 14:45:00,fall camp practice #10,1.0,0.0,0.0,0.0,og,off guard,offensive,camp,2017-08-11
3912,inside/1on1,pre,2017-08-11 14:45:00,fall camp practice #10,1.0,0.0,0.0,0.0,te,tight end,offensive,camp,2017-08-11
3911,indy,pre,2017-08-11 14:45:00,fall camp practice #10,0.0,0.0,0.0,0.0,safety,safety,defensive,camp,2017-08-11
3910,inside/1on1,pre,2017-08-11 14:45:00,fall camp practice #10,0.0,0.0,0.0,0.0,qbrb,running back,offensive,camp,2017-08-11
3909,indy,pre,2017-08-11 14:45:00,fall camp practice #10,1.0,1.0,0.0,0.0,lb,linebacker,defensive,camp,2017-08-11
3908,indy,pre,2017-08-11 14:45:00,fall camp practice #10,1.0,0.0,0.0,0.0,dt,def tackle,defensive,camp,2017-08-11
3907,indy,pre,2017-08-11 14:50:00,fall camp practice #10,0.0,1.0,0.0,0.0,lb,linebacker,defensive,camp,2017-08-11
3906,inside/1on1,pre,2017-08-11 14:50:00,fall camp practice #10,0.0,0.0,0.0,0.0,wr,wide receiver,offensive,camp,2017-08-11
3905,inside/1on1,pre,2017-08-11 14:50:00,fall camp practice #10,2.0,1.0,0.0,0.0,te,tight end,offensive,camp,2017-08-11
3904,inside/1on1,pre,2017-08-11 14:50:00,fall camp practice #10,0.0,0.0,0.0,0.0,og,off guard,offensive,camp,2017-08-11
3903,inside,pre,2017-08-11 14:55:00,fall camp practice #10,0.0,1.0,0.0,0.0,de,def end,defensive,camp,2017-08-11
3902,inside,pre,2017-08-11 15:00:00,fall camp practice #10,0.0,1.0,0.0,0.0,de,def end,defensive,camp,2017-08-11
3896,skell vs. offense,pre,2017-08-11 15:05:00,fall camp practice #10,1.0,1.0,0.0,0.0,lb,linebacker,defensive,camp,2017-08-11
3897,skell vs. offense,pre,2017-08-11 15:05:00,fall camp practice #10,1.0,1.0,0.0,0.0,safety,safety,defensive,camp,2017-08-11
3898,team situation,pre,2017-08-11 15:05:00,fall camp practice #10,0.0,0.0,0.0,0.0,te,tight end,offensive,camp,2017-08-11
3901,indy,pre,2017-08-11 15:05:00,fall camp practice #10,0.0,1.0,0.0,0.0,de,def end,defensive,camp,2017-08-11
3899,team situation,pre,2017-08-11 15:05:00,fall camp practice #10,1.0,0.0,0.0,0.0,ot,off tackle,offensive,camp,2017-08-11
3900,team situation,pre,2017-08-11 15:05:00,fall camp practice #10,0.0,0.0,0.0,0.0,qbrb,running back,offensive,camp,2017-08-11
3895,team situation,pre,2017-08-11 15:10:00,fall camp practice #10,0.0,0.0,0.0,0.0,og,off guard,offensive,camp,2017-08-11
3893,skell vs. def,post,2017-08-11 15:20:00,fall camp practice #10,0.0,0.0,0.0,0.0,te,tight end,offensive,camp,2017-08-11
3894,skell vs. def,post,2017-08-11 15:20:00,fall camp practice #10,0.0,0.0,0.0,0.0,wr,wide receiver,offensive,camp,2017-08-11
3892,skell vs. def,post,2017-08-11 15:30:00,fall camp practice #10,0.0,0.0,0.0,0.0,og,off guard,offensive,camp,2017-08-11
3891,team w/ 3s,post,2017-08-11 15:35:00,fall camp practice #10,0.0,1.0,1.0,1.0,te,tight end,offensive,camp,2017-08-11
3890,team w/ 3s,post,2017-08-11 15:35:00,fall camp practice #10,0.0,0.0,0.0,0.0,og,off guard,offensive,camp,2017-08-11
3889,team vs. def,post,2017-08-11 15:40:00,fall camp practice #10,0.0,0.0,0.0,0.0,qbrb,running back,offensive,camp,2017-08-11
3888,team vs. def,post,2017-08-11 15:40:00,fall camp practice #10,0.0,1.0,0.0,0.0,te,tight end,offensive,camp,2017-08-11
3887,team vs. def,post,2017-08-11 15:40:00,fall camp practice #10,0.0,1.0,0.0,0.0,ot,off tackle,offensive,camp,2017-08-11
3886,pass rush,post,2017-08-11 15:40:00,fall camp practice #10,1.0,0.0,0.0,0.0,de,def end,defensive,camp,2017-08-11
3885,skell vs. offense,post,2017-08-11 15:40:00,fall camp practice #10,0.0,1.0,0.0,1.0,lb,linebacker,defensive,camp,2017-08-11
3884,team vs. def,post,2017-08-11 15:40:00,fall camp practice #10,1.0,0.0,0.0,0.0,og,off guard,offensive,camp,2017-08-11
3883,team vs. def,post,2017-08-11 15:45:00,fall camp practice #10,0.0,0.0,0.0,0.0,te,tight end,offensive,camp,2017-08-11
3882,team w/ 3s,post,2017-08-11 15:45:00,fall camp practice #10,0.0,2.0,0.0,0.0,lb,linebacker,defensive,camp,2017-08-11
3881,team w/ 3s,post,2017-08-11 15:45:00,fall camp practice #10,0.0,0.0,0.0,0.0,dt,def tackle,defensive,camp,2017-08-11
3880,team w/ 3s,post,2017-08-11 15:45:00,fall camp practice #10,0.0,1.0,0.0,0.0,safety,safety,defensive,camp,2017-08-11
3873,team vs. def,post,2017-08-11 15:50:00,fall camp practice #10,1.0,0.0,0.0,0.0,te,tight end,offensive,camp,2017-08-11
3874,team vs. def,post,2017-08-11 15:50:00,fall camp practice #10,0.0,0.0,0.0,0.0,ot,off tackle,offensive,camp,2017-08-11
3875,team vs. def,post,2017-08-11 15:50:00,fall camp practice #10,0.0,0.0,0.0,0.0,og,off guard,offensive,camp,2017-08-11
3878,team vs. offense,post,2017-08-11 15:50:00,fall camp practice #10,0.0,0.0,0.0,0.0,de,def end,defensive,camp,2017-08-11
3877,team vs. offense,post,2017-08-11 15:50:00,fall camp practice #10,0.0,0.0,0.0,0.0,dt,def tackle,defensive,camp,2017-08-11
3876,team vs. def,post,2017-08-11 15:50:00,fall camp practice #10,0.0,0.0,0.0,0.0,og,off guard,offensive,camp,2017-08-11
3879,team vs. offense,post,2017-08-11 15:50:00,fall camp practice #10,0.0,1.0,0.0,0.0,safety,safety,defensive,camp,2017-08-11
3872,team vs. offense,post,2017-08-11 15:55:00,fall camp practice #10,0.0,2.0,0.0,0.0,lb,linebacker,defensive,camp,2017-08-11
3871,team vs. def,post,2017-08-11 15:55:00,fall camp practice #10,0.0,2.0,0.0,0.0,te,tight end,offensive,camp,2017-08-11
3870,team vs. offense,post,2017-08-11 15:55:00,fall camp practice #10,1.0,0.0,0.0,0.0,dt,def tackle,defensive,camp,2017-08-11
3869,team vs. def,post,2017-08-11 15:55:00,fall camp practice #10,0.0,0.0,0.0,0.0,og,off guard,offensive,camp,2017-08-11
3868,team vs. def,post,2017-08-11 15:55:00,fall camp practice #10,0.0,0.0,0.0,0.0,ot,off tackle,offensive,camp,2017-08-11
3867,post-practice/punt,post,2017-08-11 16:05:00,fall camp practice #10,0.0,0.0,0.0,0.0,qbrb,running back,offensive,camp,2017-08-11
3865,post-practice,post,2017-08-11 16:10:00,fall camp practice #10,0.0,1.0,0.0,0.0,og,off guard,offensive,camp,2017-08-11
3866,team vs. offense,post,2017-08-11 16:10:00,fall camp practice #10,0.0,1.0,0.0,0.0,lb,linebacker,defensive,camp,2017-08-11
3862,indy,pre,2017-08-12 10:05:00,fall camp practice #11,2.0,0.0,0.0,0.0,te,tight end,offensive,camp,2017-08-12
3864,indy,pre,2017-08-12 10:05:00,fall camp practice #11,1.0,0.0,0.0,0.0,safety,safety,defensive,camp,2017-08-12
3863,indy,pre,2017-08-12 10:05:00,fall camp practice #11,0.0,1.0,0.0,0.0,safety,safety,defensive,camp,2017-08-12
3860,indy,pre,2017-08-12 10:10:00,fall camp practice #11,1.0,0.0,1.0,0.0,de,def end,defensive,camp,2017-08-12
3859,indy,pre,2017-08-12 10:10:00,fall camp practice #11,0.0,0.0,0.0,0.0,te,tight end,offensive,camp,2017-08-12
3861,indy,pre,2017-08-12 10:10:00,fall camp practice #11,1.0,0.0,0.0,0.0,lb,linebacker,defensive,camp,2017-08-12
3858,indy,pre,2017-08-12 10:15:00,fall camp practice #11,0.0,0.0,0.0,0.0,de,def end,defensive,camp,2017-08-12
3857,otb,pre,2017-08-12 10:15:00,fall camp practice #11,0.0,1.0,0.0,0.0,og,off guard,offensive,camp,2017-08-12
3856,indy,pre,2017-08-12 10:20:00,fall camp practice #11,1.0,0.0,0.0,0.0,dt,def tackle,defensive,camp,2017-08-12
3855,indy,pre,2017-08-12 10:20:00,fall camp practice #11,0.0,3.0,0.0,0.0,de,def end,defensive,camp,2017-08-12
3854,cougar full zone,pre,2017-08-12 10:20:00,fall camp practice #11,0.0,0.0,0.0,0.0,lb,linebacker,defensive,camp,2017-08-12
3853,indy,pre,2017-08-12 10:25:00,fall camp practice #11,0.0,1.0,0.0,0.0,de,def end,defensive,camp,2017-08-12
3849,indy,pre,2017-08-12 10:40:00,fall camp practice #11,0.0,0.0,0.0,0.0,dt,def tackle,defensive,camp,2017-08-12
3852,indy,pre,2017-08-12 10:40:00,fall camp practice #11,1.0,0.0,0.0,0.0,de,def end,defensive,camp,2017-08-12
3851,skell vs. offense,pre,2017-08-12 10:40:00,fall camp practice #11,0.0,1.0,0.0,0.0,lb,linebacker,defensive,camp,2017-08-12
3850,skell vs. def,pre,2017-08-12 10:40:00,fall camp practice #11,0.0,0.0,1.0,0.0,te,tight end,offensive,camp,2017-08-12
3839,skell vs. def,pre,2017-08-12 10:45:00,fall camp practice #11,2.0,0.0,0.0,0.0,te,tight end,offensive,camp,2017-08-12
3840,skell vs. def,pre,2017-08-12 10:45:00,fall camp practice #11,0.0,1.0,0.0,0.0,te,tight end,offensive,camp,2017-08-12
3841,skell vs. offense,pre,2017-08-12 10:45:00,fall camp practice #11,0.0,0.0,0.0,0.0,lb,linebacker,defensive,camp,2017-08-12
3842,skell vs. def,pre,2017-08-12 10:45:00,fall camp practice #11,0.0,0.0,0.0,0.0,ot,off tackle,offensive,camp,2017-08-12
3845,indy,pre,2017-08-12 10:45:00,fall camp practice #11,1.0,0.0,0.0,0.0,de,def end,defensive,camp,2017-08-12
3844,indy,pre,2017-08-12 10:45:00,fall camp practice #11,1.0,0.0,0.0,0.0,dt,def tackle,defensive,camp,2017-08-12
3847,skell vs. def,pre,2017-08-12 10:45:00,fall camp practice #11,0.0,0.0,0.0,0.0,og,off guard,offensive,camp,2017-08-12
3848,skell vs. offense,pre,2017-08-12 10:45:00,fall camp practice #11,0.0,1.0,0.0,1.0,lb,linebacker,defensive,camp,2017-08-12
3843,skell vs. def,pre,2017-08-12 10:45:00,fall camp practice #11,0.0,1.0,0.0,0.0,ot,off tackle,offensive,camp,2017-08-12
3846,skell vs. def,pre,2017-08-12 10:45:00,fall camp practice #11,1.0,0.0,0.0,0.0,og,off guard,offensive,camp,2017-08-12
3838,team situation,pre,2017-08-12 10:50:00,fall camp practice #11,0.0,1.0,0.0,0.0,te,tight end,offensive,camp,2017-08-12
3837,team situation,pre,2017-08-12 10:50:00,fall camp practice #11,1.0,0.0,0.0,0.0,cb,cornerback,defensive,camp,2017-08-12
3836,team situation,pre,2017-08-12 11:00:00,fall camp practice #11,0.0,1.0,0.0,0.0,lb,linebacker,defensive,camp,2017-08-12
3835,team situation,post,2017-08-12 11:00:00,fall camp practice #11,0.0,1.0,0.0,0.0,og,off guard,offensive,camp,2017-08-12
3834,skell vs. def,post,2017-08-12 11:05:00,fall camp practice #11,0.0,0.0,0.0,0.0,og,off guard,offensive,camp,2017-08-12
3833,team situation,pre,2017-08-12 11:05:00,fall camp practice #11,0.0,0.0,0.0,0.0,cb,cornerback,defensive,camp,2017-08-12
3831,team situation,post,2017-08-12 11:10:00,fall camp practice #11,0.0,0.0,0.0,0.0,lb,linebacker,defensive,camp,2017-08-12
3832,skell vs. def,post,2017-08-12 11:10:00,fall camp practice #11,1.0,0.0,0.0,0.0,og,off guard,offensive,camp,2017-08-12
3829,team w/ 3s,post,2017-08-12 11:20:00,fall camp practice #11,0.0,0.0,0.0,0.0,og,off guard,offensive,camp,2017-08-12
3830,team w/ 3s,post,2017-08-12 11:20:00,fall camp practice #11,1.0,0.0,0.0,0.0,te,tight end,offensive,camp,2017-08-12
3828,team vs. def,post,2017-08-12 11:25:00,fall camp practice #11,0.0,1.0,0.0,0.0,te,tight end,offensive,camp,2017-08-12
3827,team vs. def,post,2017-08-12 11:30:00,fall camp practice #11,2.0,0.0,0.0,1.0,te,tight end,offensive,camp,2017-08-12
3826,team vs. def,post,2017-08-12 11:30:00,fall camp practice #11,0.0,0.0,0.0,0.0,og,off guard,offensive,camp,2017-08-12
3825,team vs. def,post,2017-08-12 11:30:00,fall camp practice #11,1.0,0.0,0.0,0.0,ot,off tackle,offensive,camp,2017-08-12
3819,team vs. def,post,2017-08-12 11:35:00,fall camp practice #11,1.0,0.0,0.0,0.0,ot,off tackle,offensive,camp,2017-08-12
3821,team vs. offense,post,2017-08-12 11:35:00,fall camp practice #11,0.0,1.0,0.0,0.0,de,def end,defensive,camp,2017-08-12
3820,team vs. offense,post,2017-08-12 11:35:00,fall camp practice #11,0.0,0.0,0.0,0.0,cb,cornerback,defensive,camp,2017-08-12
3823,team vs. def,post,2017-08-12 11:35:00,fall camp practice #11,1.0,1.0,0.0,0.0,qbrb,running back,offensive,camp,2017-08-12
3824,team vs. def,post,2017-08-12 11:35:00,fall camp practice #11,2.0,1.0,0.0,0.0,te,tight end,offensive,camp,2017-08-12
3822,team vs. def,post,2017-08-12 11:35:00,fall camp practice #11,0.0,0.0,0.0,0.0,og,off guard,offensive,camp,2017-08-12
3818,team vs. def,post,2017-08-12 11:40:00,fall camp practice #11,0.0,1.0,0.0,0.0,te,tight end,offensive,camp,2017-08-12
3817,team vs. def,post,2017-08-12 11:40:00,fall camp practice #11,1.0,0.0,0.0,0.0,ot,off tackle,offensive,camp,2017-08-12
3816,team vs. def,post,2017-08-12 11:40:00,fall camp practice #11,0.0,0.0,0.0,0.0,og,off guard,offensive,camp,2017-08-12
3815,team vs. offense,post,2017-08-12 11:40:00,fall camp practice #11,0.0,0.0,0.0,0.0,de,def end,defensive,camp,2017-08-12
3810,team vs. def,post,2017-08-12 11:45:00,fall camp practice #11,0.0,0.0,0.0,0.0,og,off guard,offensive,camp,2017-08-12
3811,team vs. offense,post,2017-08-12 11:45:00,fall camp practice #11,0.0,0.0,0.0,0.0,lb,linebacker,defensive,camp,2017-08-12
3813,team vs. def,post,2017-08-12 11:45:00,fall camp practice #11,1.0,0.0,0.0,0.0,og,off guard,offensive,camp,2017-08-12
3814,team vs. def,post,2017-08-12 11:45:00,fall camp practice #11,0.0,1.0,0.0,0.0,ot,off tackle,offensive,camp,2017-08-12
3812,team vs. offense,post,2017-08-12 11:45:00,fall camp practice #11,2.0,0.0,0.0,0.0,de,def end,defensive,camp,2017-08-12
3809,post-practice/kickoff,post,2017-08-12 11:50:00,fall camp practice #11,0.0,1.0,0.0,0.0,te,tight end,offensive,camp,2017-08-12
3808,post-practice,post,2017-08-12 11:50:00,fall camp practice #11,0.0,0.0,0.0,0.0,og,off guard,offensive,camp,2017-08-12
3807,post-practice,post,2017-08-12 11:50:00,fall camp practice #11,0.0,0.0,0.0,0.0,ot,off tackle,offensive,camp,2017-08-12
3806,team vs. offense,post,2017-08-12 11:50:00,fall camp practice #11,1.0,1.0,0.0,0.0,lb,linebacker,defensive,camp,2017-08-12
3805,post-practice,post,2017-08-12 11:50:00,fall camp practice #11,2.0,0.0,0.0,0.0,og,off guard,offensive,camp,2017-08-12
3804,post-practice/kickoff,post,2017-08-12 11:50:00,fall camp practice #11,0.0,0.0,1.0,0.0,te,tight end,offensive,camp,2017-08-12
