,activity,before_break,date,event,h2,h3,h4,h5,pcode,player,ptype,type,day
2477,run session-blitz,post,2017-09-12 16:45:00,Toledo #1,1.0,2.0,0.0,0.0,te,tight end,offensive,tues,2017-09-12
2475,skell vs. scouts,post,2017-09-12 16:50:00,Toledo #1,1.0,2.0,3.0,1.0,te,tight end,offensive,tues,2017-09-12
2474,skell vs. scouts,post,2017-09-12 16:50:00,Toledo #1,1.0,0.0,0.0,0.0,lb,linebacker,defensive,tues,2017-09-12
2473,pass rush,post,2017-09-12 16:50:00,Toledo #1,1.0,2.0,0.0,0.0,de,def end,defensive,tues,2017-09-12
2472,pass rush,post,2017-09-12 16:50:00,Toledo #1,0.0,0.0,0.0,0.0,og,off guard,offensive,tues,2017-09-12
2476,pass rush,post,2017-09-12 16:50:00,Toledo #1,1.0,1.0,0.0,0.0,dt,def tackle,defensive,tues,2017-09-12
2467,skell vs. scouts,post,2017-09-12 16:55:00,Toledo #1,0.0,1.0,0.0,0.0,qbrb,running back,offensive,tues,2017-09-12
2465,pass rush,post,2017-09-12 16:55:00,Toledo #1,3.0,0.0,0.0,0.0,dt,def tackle,defensive,tues,2017-09-12
2466,skell vs. scouts,post,2017-09-12 16:55:00,Toledo #1,0.0,0.0,0.0,0.0,lb,linebacker,defensive,tues,2017-09-12
2468,skell vs. scouts,post,2017-09-12 16:55:00,Toledo #1,1.0,0.0,0.0,0.0,te,tight end,offensive,tues,2017-09-12
2470,pass rush,post,2017-09-12 16:55:00,Toledo #1,1.0,0.0,0.0,0.0,og,off guard,offensive,tues,2017-09-12
2469,pass rush,post,2017-09-12 16:55:00,Toledo #1,2.0,0.0,0.0,0.0,og,off guard,offensive,tues,2017-09-12
2471,skell vs. scouts,post,2017-09-12 16:55:00,Toledo #1,1.0,0.0,0.0,0.0,cb,cornerback,defensive,tues,2017-09-12
2464,skell vs. scouts,post,2017-09-12 17:00:00,Toledo #1,1.0,1.0,0.0,0.0,te,tight end,offensive,tues,2017-09-12
2463,pass rush,post,2017-09-12 17:00:00,Toledo #1,0.0,0.0,0.0,0.0,og,off guard,offensive,tues,2017-09-12
2462,team vs. scouts,post,2017-09-12 17:10:00,Toledo #1,0.0,1.0,0.0,0.0,qbrb,running back,offensive,tues,2017-09-12
2461,team vs. scouts,post,2017-09-12 17:10:00,Toledo #1,0.0,1.0,0.0,0.0,de,def end,defensive,tues,2017-09-12
2460,team vs. scouts,post,2017-09-12 17:10:00,Toledo #1,1.0,0.0,0.0,0.0,wr,wide receiver,offensive,tues,2017-09-12
2459,team vs. scouts,post,2017-09-12 17:10:00,Toledo #1,0.0,1.0,0.0,0.0,lb,linebacker,defensive,tues,2017-09-12
2458,team vs. scouts,post,2017-09-12 17:10:00,Toledo #1,0.0,1.0,0.0,0.0,dt,def tackle,defensive,tues,2017-09-12
2457,team vs. scouts,post,2017-09-12 17:10:00,Toledo #1,0.0,0.0,0.0,0.0,ot,off tackle,offensive,tues,2017-09-12
2452,team vs. scouts,post,2017-09-12 17:15:00,Toledo #1,0.0,0.0,0.0,0.0,cb,cornerback,defensive,tues,2017-09-12
2453,team vs. scouts,post,2017-09-12 17:15:00,Toledo #1,1.0,1.0,0.0,0.0,dt,def tackle,defensive,tues,2017-09-12
2451,team vs. scouts,post,2017-09-12 17:15:00,Toledo #1,0.0,0.0,0.0,0.0,lb,linebacker,defensive,tues,2017-09-12
2455,team vs. scouts,post,2017-09-12 17:15:00,Toledo #1,1.0,1.0,0.0,0.0,og,off guard,offensive,tues,2017-09-12
2454,team vs. scouts,post,2017-09-12 17:15:00,Toledo #1,0.0,0.0,0.0,0.0,dt,def tackle,defensive,tues,2017-09-12
2456,team vs. scouts,post,2017-09-12 17:15:00,Toledo #1,2.0,1.0,0.0,0.0,te,tight end,offensive,tues,2017-09-12
2446,team vs. scouts,post,2017-09-12 17:20:00,Toledo #1,1.0,0.0,0.0,0.0,lb,linebacker,defensive,tues,2017-09-12
2447,team vs. scouts,post,2017-09-12 17:20:00,Toledo #1,0.0,1.0,0.0,0.0,de,def end,defensive,tues,2017-09-12
2450,team vs. scouts,post,2017-09-12 17:20:00,Toledo #1,0.0,0.0,0.0,0.0,og,off guard,offensive,tues,2017-09-12
2449,team vs. scouts,post,2017-09-12 17:20:00,Toledo #1,0.0,0.0,0.0,0.0,qbrb,running back,offensive,tues,2017-09-12
2448,team vs. scouts,post,2017-09-12 17:20:00,Toledo #1,2.0,0.0,0.0,0.0,te,tight end,offensive,tues,2017-09-12
2445,post-practice/punt return,post,2017-09-12 17:25:00,Toledo #1,0.0,0.0,0.0,0.0,de,def end,defensive,tues,2017-09-12
2443,post-practice/punt return,post,2017-09-12 17:25:00,Toledo #1,1.0,2.0,0.0,0.0,dt,def tackle,defensive,tues,2017-09-12
2442,post-practice/punt return,post,2017-09-12 17:25:00,Toledo #1,1.0,0.0,0.0,0.0,safety,safety,defensive,tues,2017-09-12
2441,post-practice/punt return,post,2017-09-12 17:25:00,Toledo #1,0.0,0.0,0.0,0.0,dt,def tackle,defensive,tues,2017-09-12
2440,post-practice/punt return,post,2017-09-12 17:25:00,Toledo #1,1.0,0.0,0.0,0.0,lb,linebacker,defensive,tues,2017-09-12
2439,post-practice/punt return,post,2017-09-12 17:25:00,Toledo #1,0.0,0.0,0.0,0.0,og,off guard,offensive,tues,2017-09-12
2444,post-practice/punt return,post,2017-09-12 17:25:00,Toledo #1,0.0,0.0,0.0,0.0,te,tight end,offensive,tues,2017-09-12
2438,post-practice/punt return,post,2017-09-12 17:30:00,Toledo #1,0.0,1.0,0.0,0.0,dt,def tackle,defensive,tues,2017-09-12
2437,post-practice/punt return,post,2017-09-12 17:30:00,Toledo #1,1.0,0.0,0.0,0.0,te,tight end,offensive,tues,2017-09-12
2436,pre,pre,2017-09-13 15:35:00,Toledo #2,0.0,0.0,0.0,0.0,og,off guard,offensive,wed,2017-09-13
2434,pre,pre,2017-09-13 15:40:00,Toledo #2,0.0,0.0,0.0,0.0,ot,off tackle,offensive,wed,2017-09-13
2435,pre,pre,2017-09-13 15:40:00,Toledo #2,0.0,0.0,0.0,0.0,ot,off tackle,offensive,wed,2017-09-13
2433,pat/fg,pre,2017-09-13 15:45:00,Toledo #2,1.0,0.0,0.0,0.0,te,tight end,offensive,wed,2017-09-13
2432,pat/fg,pre,2017-09-13 15:45:00,Toledo #2,1.0,0.0,0.0,0.0,lb,linebacker,defensive,wed,2017-09-13
2431,pat/fg,pre,2017-09-13 15:45:00,Toledo #2,4.0,0.0,0.0,0.0,og,off guard,offensive,wed,2017-09-13
2430,kor,pre,2017-09-13 15:50:00,Toledo #2,0.0,0.0,0.0,0.0,safety,safety,defensive,wed,2017-09-13
2429,indy,pre,2017-09-13 15:55:00,Toledo #2,0.0,1.0,0.0,0.0,de,def end,defensive,wed,2017-09-13
2428,kor,pre,2017-09-13 15:55:00,Toledo #2,0.0,0.0,0.0,0.0,lb,linebacker,defensive,wed,2017-09-13
2427,indy,pre,2017-09-13 15:55:00,Toledo #2,1.0,1.0,0.0,0.0,de,def end,defensive,wed,2017-09-13
2426,indy,pre,2017-09-13 15:55:00,Toledo #2,0.0,0.0,0.0,0.0,ot,off tackle,offensive,wed,2017-09-13
2425,indy,pre,2017-09-13 15:55:00,Toledo #2,1.0,0.0,0.0,0.0,og,off guard,offensive,wed,2017-09-13
2417,indy,pre,2017-09-13 16:00:00,Toledo #2,0.0,0.0,0.0,0.0,safety,safety,defensive,wed,2017-09-13
2419,otb,pre,2017-09-13 16:00:00,Toledo #2,0.0,0.0,0.0,0.0,ot,off tackle,offensive,wed,2017-09-13
2420,indy,pre,2017-09-13 16:00:00,Toledo #2,0.0,0.0,0.0,0.0,safety,safety,defensive,wed,2017-09-13
2418,indy,pre,2017-09-13 16:00:00,Toledo #2,2.0,0.0,0.0,0.0,de,def end,defensive,wed,2017-09-13
2422,otb,pre,2017-09-13 16:00:00,Toledo #2,0.0,0.0,0.0,0.0,wr,wide receiver,offensive,wed,2017-09-13
2424,indy,pre,2017-09-13 16:00:00,Toledo #2,0.0,0.0,0.0,0.0,cb,cornerback,defensive,wed,2017-09-13
2423,indy,pre,2017-09-13 16:00:00,Toledo #2,3.0,1.0,0.0,0.0,de,def end,defensive,wed,2017-09-13
2421,otb,pre,2017-09-13 16:00:00,Toledo #2,0.0,0.0,0.0,0.0,ot,off tackle,offensive,wed,2017-09-13
2416,indy,pre,2017-09-13 16:05:00,Toledo #2,2.0,0.0,0.0,0.0,de,def end,defensive,wed,2017-09-13
2415,indy,pre,2017-09-13 16:05:00,Toledo #2,1.0,0.0,0.0,0.0,de,def end,defensive,wed,2017-09-13
2414,indy,pre,2017-09-13 16:10:00,Toledo #2,1.0,0.0,0.0,0.0,de,def end,defensive,wed,2017-09-13
2413,skell vs. def,pre,2017-09-13 16:10:00,Toledo #2,1.0,0.0,0.0,0.0,qbrb,running back,offensive,wed,2017-09-13
2412,indy,pre,2017-09-13 16:10:00,Toledo #2,1.0,0.0,0.0,0.0,de,def end,defensive,wed,2017-09-13
2411,pap,pre,2017-09-13 16:30:00,Toledo #2,0.0,1.0,0.0,0.0,qbrb,running back,offensive,wed,2017-09-13
2409,run session,pre,2017-09-13 16:35:00,Toledo #2,0.0,0.0,0.0,0.0,lb,linebacker,defensive,wed,2017-09-13
2408,run session,pre,2017-09-13 16:35:00,Toledo #2,0.0,1.0,0.0,0.0,de,def end,defensive,wed,2017-09-13
2407,pap,pre,2017-09-13 16:35:00,Toledo #2,2.0,0.0,0.0,0.0,ot,off tackle,offensive,wed,2017-09-13
2406,pap,pre,2017-09-13 16:35:00,Toledo #2,0.0,0.0,0.0,0.0,qbrb,running back,offensive,wed,2017-09-13
2405,pap,pre,2017-09-13 16:35:00,Toledo #2,0.0,2.0,0.0,0.0,te,tight end,offensive,wed,2017-09-13
2410,pap,pre,2017-09-13 16:35:00,Toledo #2,0.0,0.0,0.0,0.0,og,off guard,offensive,wed,2017-09-13
2400,run session,post,2017-09-13 16:40:00,Toledo #2,1.0,0.0,0.0,0.0,lb,linebacker,defensive,wed,2017-09-13
2401,pap,post,2017-09-13 16:40:00,Toledo #2,0.0,1.0,2.0,0.0,te,tight end,offensive,wed,2017-09-13
2399,run session,post,2017-09-13 16:40:00,Toledo #2,1.0,1.0,0.0,0.0,de,def end,defensive,wed,2017-09-13
2403,run session,post,2017-09-13 16:40:00,Toledo #2,2.0,0.0,0.0,0.0,dt,def tackle,defensive,wed,2017-09-13
2404,run session,post,2017-09-13 16:40:00,Toledo #2,0.0,0.0,0.0,0.0,de,def end,defensive,wed,2017-09-13
2402,pap,post,2017-09-13 16:40:00,Toledo #2,0.0,0.0,0.0,0.0,og,off guard,offensive,wed,2017-09-13
2398,mix session,post,2017-09-13 16:45:00,Toledo #2,1.0,0.0,0.0,0.0,lb,linebacker,defensive,wed,2017-09-13
2397,mix session,post,2017-09-13 16:45:00,Toledo #2,0.0,0.0,0.0,0.0,dt,def tackle,defensive,wed,2017-09-13
2396,mix session,post,2017-09-13 16:45:00,Toledo #2,1.0,0.0,0.0,0.0,de,def end,defensive,wed,2017-09-13
2395,mix session,post,2017-09-13 16:45:00,Toledo #2,1.0,0.0,0.0,0.0,safety,safety,defensive,wed,2017-09-13
2394,run session-blitz,post,2017-09-13 16:45:00,Toledo #2,1.0,1.0,1.0,0.0,te,tight end,offensive,wed,2017-09-13
2393,mix session,post,2017-09-13 16:50:00,Toledo #2,0.0,1.0,0.0,0.0,lb,linebacker,defensive,wed,2017-09-13
2392,run session-blitz,post,2017-09-13 16:50:00,Toledo #2,1.0,0.0,0.0,0.0,te,tight end,offensive,wed,2017-09-13
2385,mix session,post,2017-09-13 16:55:00,Toledo #2,2.0,0.0,0.0,0.0,dt,def tackle,defensive,wed,2017-09-13
2386,run session-blitz,post,2017-09-13 16:55:00,Toledo #2,2.0,2.0,1.0,0.0,te,tight end,offensive,wed,2017-09-13
2387,mix session,post,2017-09-13 16:55:00,Toledo #2,0.0,1.0,0.0,0.0,de,def end,defensive,wed,2017-09-13
2390,run session-blitz,post,2017-09-13 16:55:00,Toledo #2,0.0,0.0,0.0,0.0,wr,wide receiver,offensive,wed,2017-09-13
2389,mix session,post,2017-09-13 16:55:00,Toledo #2,0.0,1.0,0.0,0.0,lb,linebacker,defensive,wed,2017-09-13
2391,mix session,post,2017-09-13 16:55:00,Toledo #2,0.0,0.0,0.0,0.0,dt,def tackle,defensive,wed,2017-09-13
2388,run session-blitz,post,2017-09-13 16:55:00,Toledo #2,0.0,0.0,0.0,0.0,ot,off tackle,offensive,wed,2017-09-13
2377,pass rush,post,2017-09-13 17:00:00,Toledo #2,0.0,0.0,0.0,0.0,ot,off tackle,offensive,wed,2017-09-13
2375,skell vs. scouts,post,2017-09-13 17:00:00,Toledo #2,0.0,0.0,1.0,0.0,lb,linebacker,defensive,wed,2017-09-13
2376,pass rush,post,2017-09-13 17:00:00,Toledo #2,1.0,0.0,0.0,0.0,og,off guard,offensive,wed,2017-09-13
2378,skell vs. scouts,post,2017-09-13 17:00:00,Toledo #2,0.0,0.0,0.0,0.0,safety,safety,defensive,wed,2017-09-13
2383,skell vs. scouts,post,2017-09-13 17:00:00,Toledo #2,0.0,0.0,1.0,1.0,te,tight end,offensive,wed,2017-09-13
2380,skell vs. scouts,post,2017-09-13 17:00:00,Toledo #2,1.0,1.0,0.0,0.0,lb,linebacker,defensive,wed,2017-09-13
2381,pass rush,post,2017-09-13 17:00:00,Toledo #2,9.0,0.0,0.0,0.0,og,off guard,offensive,wed,2017-09-13
2382,pass rush,post,2017-09-13 17:00:00,Toledo #2,1.0,0.0,0.0,0.0,dt,def tackle,defensive,wed,2017-09-13
2384,pass rush,post,2017-09-13 17:00:00,Toledo #2,0.0,1.0,0.0,0.0,de,def end,defensive,wed,2017-09-13
2379,skell vs. scouts,post,2017-09-13 17:00:00,Toledo #2,1.0,0.0,0.0,0.0,te,tight end,offensive,wed,2017-09-13
2374,skell vs. scouts,post,2017-09-13 17:05:00,Toledo #2,0.0,0.0,0.0,2.0,te,tight end,offensive,wed,2017-09-13
2373,pass rush,post,2017-09-13 17:05:00,Toledo #2,5.0,0.0,0.0,0.0,og,off guard,offensive,wed,2017-09-13
2372,pass rush,post,2017-09-13 17:05:00,Toledo #2,1.0,0.0,0.0,0.0,de,def end,defensive,wed,2017-09-13
2371,skell vs. scouts,post,2017-09-13 17:05:00,Toledo #2,1.0,0.0,1.0,0.0,lb,linebacker,defensive,wed,2017-09-13
2370,pass rush,post,2017-09-13 17:05:00,Toledo #2,1.0,0.0,0.0,0.0,dt,def tackle,defensive,wed,2017-09-13
2369,team vs. scouts,post,2017-09-13 17:10:00,Toledo #2,1.0,0.0,0.0,0.0,safety,safety,defensive,wed,2017-09-13
2368,team vs. scouts,post,2017-09-13 17:15:00,Toledo #2,1.0,0.0,0.0,0.0,og,off guard,offensive,wed,2017-09-13
2367,team vs. scouts,post,2017-09-13 17:15:00,Toledo #2,1.0,0.0,0.0,0.0,ot,off tackle,offensive,wed,2017-09-13
2363,team vs. scouts,post,2017-09-13 17:20:00,Toledo #2,0.0,0.0,0.0,0.0,dt,def tackle,defensive,wed,2017-09-13
2366,team vs. scouts,post,2017-09-13 17:20:00,Toledo #2,0.0,0.0,0.0,0.0,ot,off tackle,offensive,wed,2017-09-13
2365,team vs. scouts,post,2017-09-13 17:20:00,Toledo #2,1.0,0.0,0.0,0.0,de,def end,defensive,wed,2017-09-13
2364,team vs. scouts,post,2017-09-13 17:20:00,Toledo #2,0.0,0.0,0.0,0.0,og,off guard,offensive,wed,2017-09-13
2361,team vs. scouts,post,2017-09-13 17:25:00,Toledo #2,1.0,0.0,0.0,0.0,te,tight end,offensive,wed,2017-09-13
2362,team vs. scouts,post,2017-09-13 17:25:00,Toledo #2,0.0,0.0,0.0,0.0,ot,off tackle,offensive,wed,2017-09-13
2359,team vs. scouts,post,2017-09-13 17:30:00,Toledo #2,0.0,0.0,0.0,0.0,og,off guard,offensive,wed,2017-09-13
2358,team vs. scouts,post,2017-09-13 17:30:00,Toledo #2,1.0,0.0,0.0,0.0,lb,linebacker,defensive,wed,2017-09-13
2360,team vs. scouts,post,2017-09-13 17:30:00,Toledo #2,1.0,0.0,0.0,0.0,safety,safety,defensive,wed,2017-09-13
2357,post-practice/kick off,post,2017-09-13 17:35:00,Toledo #2,0.0,0.0,0.0,0.0,dt,def tackle,defensive,wed,2017-09-13
2356,post-practice/kor,post,2017-09-13 17:35:00,Toledo #2,1.0,0.0,0.0,0.0,og,off guard,offensive,wed,2017-09-13
2355,pre,pre,2017-09-14 15:20:00,Toledo #3,0.0,2.0,0.0,1.0,og,off guard,offensive,thurs,2017-09-14
2354,pre,pre,2017-09-14 15:20:00,Toledo #3,0.0,0.0,0.0,0.0,og,off guard,offensive,thurs,2017-09-14
2353,pre,pre,2017-09-14 15:25:00,Toledo #3,1.0,1.0,0.0,0.0,og,off guard,offensive,thurs,2017-09-14
2352,pre,pre,2017-09-14 15:30:00,Toledo #3,1.0,0.0,0.0,0.0,dt,def tackle,defensive,thurs,2017-09-14
2351,pre,pre,2017-09-14 15:35:00,Toledo #3,0.0,0.0,0.0,0.0,dt,def tackle,defensive,thurs,2017-09-14
2350,pre,pre,2017-09-14 15:35:00,Toledo #3,1.0,0.0,0.0,0.0,og,off guard,offensive,thurs,2017-09-14
2349,pre,pre,2017-09-14 15:40:00,Toledo #3,0.0,0.0,0.0,0.0,ot,off tackle,offensive,thurs,2017-09-14
2348,pre,pre,2017-09-14 15:40:00,Toledo #3,0.0,0.0,1.0,0.0,og,off guard,offensive,thurs,2017-09-14
2347,pre,pre,2017-09-14 15:40:00,Toledo #3,2.0,0.0,0.0,0.0,og,off guard,offensive,thurs,2017-09-14
2344,pat/fg,pre,2017-09-14 15:45:00,Toledo #3,0.0,0.0,0.0,0.0,og,off guard,offensive,thurs,2017-09-14
2345,pat/fg,pre,2017-09-14 15:45:00,Toledo #3,0.0,0.0,0.0,0.0,de,def end,defensive,thurs,2017-09-14
2346,pat/fg,pre,2017-09-14 15:45:00,Toledo #3,1.0,0.0,0.0,0.0,og,off guard,offensive,thurs,2017-09-14
2343,punt,pre,2017-09-14 15:50:00,Toledo #3,0.0,0.0,0.0,0.0,te,tight end,offensive,thurs,2017-09-14
2342,indy,pre,2017-09-14 15:50:00,Toledo #3,2.0,0.0,0.0,0.0,og,off guard,offensive,thurs,2017-09-14
2341,indy,pre,2017-09-14 15:50:00,Toledo #3,0.0,0.0,0.0,0.0,ot,off tackle,offensive,thurs,2017-09-14
2340,indy,pre,2017-09-14 15:50:00,Toledo #3,3.0,1.0,0.0,0.0,og,off guard,offensive,thurs,2017-09-14
2339,punt,pre,2017-09-14 15:50:00,Toledo #3,1.0,0.0,0.0,0.0,safety,safety,defensive,thurs,2017-09-14
2338,indy,pre,2017-09-14 15:55:00,Toledo #3,0.0,1.0,0.0,0.0,og,off guard,offensive,thurs,2017-09-14
2337,indy,pre,2017-09-14 15:55:00,Toledo #3,0.0,2.0,0.0,0.0,og,off guard,offensive,thurs,2017-09-14
2336,kick off,pre,2017-09-14 16:00:00,Toledo #3,1.0,1.0,0.0,0.0,cb,cornerback,defensive,thurs,2017-09-14
2335,indy,pre,2017-09-14 16:00:00,Toledo #3,1.0,0.0,0.0,0.0,og,off guard,offensive,thurs,2017-09-14
2334,indy,pre,2017-09-14 16:05:00,Toledo #3,0.0,0.0,0.0,0.0,og,off guard,offensive,thurs,2017-09-14
2333,kick off,pre,2017-09-14 16:05:00,Toledo #3,0.0,0.0,0.0,0.0,lb,linebacker,defensive,thurs,2017-09-14
2332,kick off,pre,2017-09-14 16:05:00,Toledo #3,0.0,0.0,0.0,0.0,safety,safety,defensive,thurs,2017-09-14
2329,kor,pre,2017-09-14 16:10:00,Toledo #3,0.0,0.0,1.0,0.0,cb,cornerback,defensive,thurs,2017-09-14
2331,kor,pre,2017-09-14 16:10:00,Toledo #3,0.0,0.0,0.0,0.0,safety,safety,defensive,thurs,2017-09-14
2330,indy,pre,2017-09-14 16:10:00,Toledo #3,2.0,0.0,0.0,0.0,og,off guard,offensive,thurs,2017-09-14
2327,kor,pre,2017-09-14 16:15:00,Toledo #3,1.0,0.0,0.0,0.0,wr,wide receiver,offensive,thurs,2017-09-14
2326,kor,pre,2017-09-14 16:15:00,Toledo #3,0.0,0.0,0.0,0.0,te,tight end,offensive,thurs,2017-09-14
2325,indy,pre,2017-09-14 16:15:00,Toledo #3,0.0,0.0,0.0,0.0,dt,def tackle,defensive,thurs,2017-09-14
2328,indy,pre,2017-09-14 16:15:00,Toledo #3,0.0,0.0,0.0,0.0,og,off guard,offensive,thurs,2017-09-14
2324,indy,pre,2017-09-14 16:20:00,Toledo #3,0.0,0.0,0.0,0.0,ot,off tackle,offensive,thurs,2017-09-14
2323,indy,pre,2017-09-14 16:20:00,Toledo #3,1.0,6.0,1.0,0.0,og,off guard,offensive,thurs,2017-09-14
2322,indy,pre,2017-09-14 16:20:00,Toledo #3,1.0,0.0,0.0,0.0,og,off guard,offensive,thurs,2017-09-14
2321,punt return,pre,2017-09-14 16:20:00,Toledo #3,1.0,0.0,0.0,0.0,wr,wide receiver,offensive,thurs,2017-09-14
2320,punt return,pre,2017-09-14 16:25:00,Toledo #3,1.0,0.0,0.0,0.0,wr,wide receiver,offensive,thurs,2017-09-14
2319,indy,pre,2017-09-14 16:25:00,Toledo #3,10.0,17.0,2.0,0.0,og,off guard,offensive,thurs,2017-09-14
2318,punt return,pre,2017-09-14 16:25:00,Toledo #3,0.0,0.0,0.0,0.0,qbrb,running back,offensive,thurs,2017-09-14
2314,red zone skell vs. scouts,pre,2017-09-14 16:30:00,Toledo #3,0.0,0.0,0.0,0.0,cb,cornerback,defensive,thurs,2017-09-14
2313,red zone skell vs. scouts,pre,2017-09-14 16:30:00,Toledo #3,0.0,0.0,0.0,0.0,cb,cornerback,defensive,thurs,2017-09-14
2316,team vs. scouts,pre,2017-09-14 16:30:00,Toledo #3,1.0,0.0,0.0,0.0,og,off guard,offensive,thurs,2017-09-14
2315,team vs. scouts,pre,2017-09-14 16:30:00,Toledo #3,0.0,0.0,0.0,0.0,wr,wide receiver,offensive,thurs,2017-09-14
2317,indy,pre,2017-09-14 16:30:00,Toledo #3,1.0,2.0,0.0,0.0,dt,def tackle,defensive,thurs,2017-09-14
2308,indy,pre,2017-09-14 16:35:00,Toledo #3,0.0,0.0,0.0,0.0,de,def end,defensive,thurs,2017-09-14
2309,team vs. scouts,pre,2017-09-14 16:35:00,Toledo #3,1.0,0.0,0.0,0.0,wr,wide receiver,offensive,thurs,2017-09-14
2312,team vs. scouts,pre,2017-09-14 16:35:00,Toledo #3,0.0,0.0,1.0,0.0,wr,wide receiver,offensive,thurs,2017-09-14
2311,red zone skell vs. scouts,pre,2017-09-14 16:35:00,Toledo #3,0.0,0.0,0.0,0.0,lb,linebacker,defensive,thurs,2017-09-14
2310,team vs. scouts,pre,2017-09-14 16:35:00,Toledo #3,1.0,0.0,0.0,0.0,og,off guard,offensive,thurs,2017-09-14
2307,team vs. scouts,pre,2017-09-14 16:45:00,Toledo #3,0.0,0.0,0.0,0.0,de,def end,defensive,thurs,2017-09-14
2306,team vs. scouts,pre,2017-09-14 16:45:00,Toledo #3,0.0,0.0,0.0,0.0,og,off guard,offensive,thurs,2017-09-14
2305,team vs. scouts,pre,2017-09-14 16:50:00,Toledo #3,0.0,0.0,0.0,0.0,og,off guard,offensive,thurs,2017-09-14
2304,team vs. scouts,pre,2017-09-14 16:50:00,Toledo #3,1.0,0.0,0.0,0.0,wr,wide receiver,offensive,thurs,2017-09-14
2303,team vs. scouts,pre,2017-09-14 16:50:00,Toledo #3,1.0,0.0,0.0,0.0,og,off guard,offensive,thurs,2017-09-14
2302,team vs. scouts,pre,2017-09-14 16:55:00,Toledo #3,0.0,0.0,0.0,0.0,og,off guard,offensive,thurs,2017-09-14
2301,team vs. scouts,pre,2017-09-14 16:55:00,Toledo #3,1.0,0.0,0.0,0.0,cb,cornerback,defensive,thurs,2017-09-14
2300,team vs. scouts,pre,2017-09-14 17:00:00,Toledo #3,4.0,2.0,2.0,0.0,og,off guard,offensive,thurs,2017-09-14
2295,team vs. scouts,pre,2017-09-14 17:05:00,Toledo #3,0.0,0.0,0.0,0.0,qbrb,running back,offensive,thurs,2017-09-14
2294,team vs. scouts,pre,2017-09-14 17:05:00,Toledo #3,0.0,0.0,0.0,0.0,cb,cornerback,defensive,thurs,2017-09-14
2296,team vs. scouts,pre,2017-09-14 17:05:00,Toledo #3,0.0,0.0,0.0,0.0,wr,wide receiver,offensive,thurs,2017-09-14
2298,team vs. scouts,pre,2017-09-14 17:05:00,Toledo #3,0.0,1.0,0.0,0.0,de,def end,defensive,thurs,2017-09-14
2297,team vs. scouts,pre,2017-09-14 17:05:00,Toledo #3,0.0,0.0,0.0,0.0,og,off guard,offensive,thurs,2017-09-14
2299,team vs. scouts,pre,2017-09-14 17:05:00,Toledo #3,1.0,0.0,0.0,0.0,safety,safety,defensive,thurs,2017-09-14
2293,team vs. scouts,pre,2017-09-14 17:10:00,Toledo #3,0.0,0.0,0.0,0.0,og,off guard,offensive,thurs,2017-09-14
2292,team vs. scouts,pre,2017-09-14 17:10:00,Toledo #3,0.0,0.0,0.0,0.0,wr,wide receiver,offensive,thurs,2017-09-14
2291,team vs. scouts,pre,2017-09-14 17:10:00,Toledo #3,0.0,0.0,0.0,0.0,cb,cornerback,defensive,thurs,2017-09-14
2290,team vs. scouts,pre,2017-09-14 17:10:00,Toledo #3,1.0,1.0,0.0,0.0,dt,def tackle,defensive,thurs,2017-09-14
2289,team vs. scouts,pre,2017-09-14 17:15:00,Toledo #3,1.0,0.0,0.0,0.0,wr,wide receiver,offensive,thurs,2017-09-14
2288,team vs. scouts,pre,2017-09-14 17:20:00,Toledo #3,1.0,0.0,0.0,0.0,cb,cornerback,defensive,thurs,2017-09-14
2287,team vs. scouts,pre,2017-09-14 17:20:00,Toledo #3,1.0,0.0,0.0,0.0,cb,cornerback,defensive,thurs,2017-09-14
2286,team vs. scouts,pre,2017-09-14 17:25:00,Toledo #3,0.0,0.0,0.0,0.0,cb,cornerback,defensive,thurs,2017-09-14
2285,team vs. scouts,pre,2017-09-14 17:25:00,Toledo #3,1.0,0.0,0.0,0.0,ot,off tackle,offensive,thurs,2017-09-14
2284,team vs. scouts,pre,2017-09-14 17:25:00,Toledo #3,0.0,0.0,0.0,0.0,og,off guard,offensive,thurs,2017-09-14
2283,team vs. scouts,pre,2017-09-14 17:25:00,Toledo #3,0.0,0.0,0.0,0.0,og,off guard,offensive,thurs,2017-09-14
2282,team vs. scouts,pre,2017-09-14 17:25:00,Toledo #3,1.0,0.0,0.0,0.0,de,def end,defensive,thurs,2017-09-14
2281,pre,pre,2017-09-16 17:20:00,Toledo Game,0.0,0.0,0.0,0.0,wr,wide receiver,offensive,game,2017-09-16
2277,pre,pre,2017-09-16 17:30:00,Toledo Game,0.0,0.0,0.0,0.0,og,off guard,offensive,game,2017-09-16
2276,pre,pre,2017-09-16 17:30:00,Toledo Game,0.0,0.0,0.0,0.0,wr,wide receiver,offensive,game,2017-09-16
2278,pre,pre,2017-09-16 17:30:00,Toledo Game,0.0,0.0,0.0,0.0,dt,def tackle,defensive,game,2017-09-16
2280,pre,pre,2017-09-16 17:30:00,Toledo Game,1.0,0.0,0.0,0.0,og,off guard,offensive,game,2017-09-16
2279,pre,pre,2017-09-16 17:30:00,Toledo Game,0.0,0.0,0.0,0.0,qbrb,running back,offensive,game,2017-09-16
2275,pre,pre,2017-09-16 17:35:00,Toledo Game,1.0,2.0,1.0,0.0,lb,linebacker,defensive,game,2017-09-16
